step,entropy
0,
1,1.60314
2,0.24492837
3,1.5296655
4,0.0003141246
5,0.021952692
6,4.784431e-05
7,1.0900869
8,0.061993178
9,0.0005947954
10,4.5912557e-06
11,1.0429825
12,1.0102535
13,0.0028677434
14,1.2959826e-05
15,1.415338
16,2.3580694
17,0.16263907
18,1.9958292e-05
19,1.7950265
20,0.89030296
21,2.0741673
22,1.459217
23,1.0261455
24,0.6281308
25,0.23469847
26,4.1039133e-05
27,0.112828046
28,1.3969222
29,0.6594254
30,0.83581305
31,0.4328044
32,0.5701413
33,0.015314421
34,0.2311413
35,0.19570039
36,0.5995435
37,4.0593797e-05
38,0.01529411
39,0.0028305345
40,0.0034965
41,1.3354912
42,0.34268287
43,0.83315706
44,0.497719
45,4.370279e-05
46,0.05401616
47,0.3041279
48,8.0292404e-05
49,0.001002529
50,0.00054547406
51,0.0002627583
52,0.70050174
53,1.1690392
54,0.61495197
55,0.0070290193
56,0.24724518
57,0.2886197
58,0.58660656
59,0.5347392
60,0.17083436
61,0.0339223
62,0.06423602
63,1.1338163e-05
64,1.8408682
65,0.0017436917
66,1.1780934
67,0.55963326
68,0.054005254
69,1.2164128
70,1.6627367
71,1.0615498
72,0.31507456
73,0.06008507
74,6.444632e-05
75,0.0011726317
76,1.060375e-05
77,1.2429224
78,1.905157e-05
79,0.4491445
80,0.00032819132
81,0.00051175395
82,0.11900918
83,0.56637496
84,0.69504374
85,0.0009497388
86,0.036776565
87,0.06703237
88,0.00021905085
89,0.00054940116
90,7.012315e-06
91,1.7291688
92,1.760035
93,0.5459885
94,0.29483846
95,1.0664449
96,1.2375904
97,1.2849267
98,1.4544108
99,0.038037516
100,0.00055350416
101,0.0002181691
102,1.1353173e-05
103,2.46205
104,0.43173197
105,0.00027751358
106,0.6487665
107,0.27701274
108,2.4754041e-05
109,0.5457566
110,1.3344288
111,0.0065162703
112,6.7176043e-06
113,2.8006301e-05
114,7.182465e-06
115,2.6231692
116,0.00085836503
117,2.235663
118,0.83195734
119,0.000726914
120,1.6526853
121,0.91585505
122,0.025811719
123,0.86371666
124,0.9035872
125,0.00011822394
126,0.0003304692
127,5.1942343e-06
128,2.7625656
129,1.6232374
130,0.09683501
131,7.773613e-06
132,0.66295415
133,0.062730744
134,0.34221002
135,0.00021740877
136,0.0023459487
137,1.0199588e-05
138,2.3147597
139,0.013608736
140,0.0002779264
141,1.0756764
142,0.015131386
143,0.005256025
144,2.619496e-05
145,0.24680144
146,0.036135055
147,0.65465295
148,1.1409311
149,7.457642e-05
150,1.8032619e-05
151,0.02020142
152,4.220861e-06
153,2.0758677
154,0.0010515918
155,0.00011696851
156,1.0653164
157,0.09255701
158,1.1374259
159,1.1255877
