step,head_agreement
0,
1,0.22267595
2,0.37965763
3,0.541479
4,0.32347122
5,0.48345152
6,0.32201102
7,0.3619297
8,0.4510253
9,0.5172401
10,0.48732802
11,0.5396034
12,0.5122954
13,0.523829
14,0.3374123
15,0.38597092
16,0.5049667
17,0.5360726
18,0.45584294
19,0.5275757
20,0.50913763
21,0.45920935
22,0.5598913
23,0.59825337
24,0.66172254
25,0.5116703
26,0.2921981
27,0.3915269
28,0.55660176
29,0.38931817
30,0.4599953
31,0.5343118
32,0.5443746
33,0.469545
34,0.47726193
35,0.35877112
36,0.55632263
37,0.5559685
38,0.7005989
39,0.52074033
40,0.458815
41,0.48582104
42,0.57312953
43,0.54098535
44,0.45341516
45,0.59862536
46,0.54913056
47,0.68109584
48,0.49981058
49,0.45631996
50,0.3529091
51,0.4724501
52,0.45054668
53,0.45019177
54,0.43956313
55,0.33920956
56,0.36733684
57,0.4855168
58,0.28368562
59,0.51817214
60,0.5022745
61,0.47017854
62,0.439702
63,0.5068109
64,0.43850708
65,0.25640887
66,0.31022477
67,0.35644275
68,0.35523716
69,0.46581098
70,0.4745045
71,0.4332635
72,0.48728234
73,0.5008201
74,0.4561983
75,0.5281184
76,0.52487403
77,0.52929527
78,0.50542504
79,0.5645286
80,0.45645973
81,0.30282047
