step,entropy
0,
1,0.002713265
2,0.83299106
3,0.3547326
4,0.020111855
5,1.1019242
6,1.730612
7,0.03540606
8,0.7290779
9,0.31584558
10,0.047858313
11,0.445526
12,0.0057348404
13,0.80747014
14,0.7581302
15,0.5716236
16,2.1637187
17,0.5374359
18,2.2226896
19,1.2143292
20,0.07501233
21,1.8419025
22,0.00537922
23,0.013867298
24,0.020732967
25,0.6268853
26,1.0043322
27,0.5366927
28,1.6161349
29,1.9511418
30,0.7220619
31,1.3603613
32,0.31417537
33,4.4207497
34,0.15634209
35,0.00060097006
36,0.17463191
37,0.95114344
38,0.0036623823
39,1.1402943
40,1.4445016
41,0.56650406
42,0.050506547
43,0.9619684
44,1.0278757
45,1.1188002
46,0.00991904
47,0.5774879
48,0.044509243
49,1.1206864
50,3.0011792
51,0.9344642
52,0.010829154
53,1.5003955
54,0.8950021
55,0.0010872966
56,0.01053284
57,0.00041328178
58,0.0007194903
59,0.00042897032
60,0.03686615
61,0.06383978
62,0.63172084
63,0.0036834297
64,0.7026886
65,1.5912048
66,1.4308431
67,0.9522345
68,5.8988466e-05
69,2.7513077
70,0.74715024
71,0.66226053
72,0.022224134
73,0.7781157
74,0.11289802
75,0.66542864
76,0.050771978
77,0.8612208
78,1.0945439
79,0.41124684
80,1.0627669
81,1.044283
