step,token_id,decoded
1,1098,A
2,8064,rain
3,12577,bow
4,7735,forms
5,1158,as
6,1032,a
7,1972,result
8,1070,of
9,1040,the
10,2560,ref
11,19064,raction
12,29493,","
13,18039,reflection
14,29493,","
15,1072,and
16,16053,disp
17,4008,ersion
18,1070,of
19,23718,sunlight
20,1254,by
21,2898,water
22,4251,dro
23,1560,ple
24,1842,ts
25,1065,in
26,1040,the
27,9367,Earth
28,29510,'
29,29481,s
30,14557,atmosphere
31,29491,.
32,4771,Here
33,29510,'
34,29481,s
35,1032,a
36,10646,simpl
37,2567,ified
38,14036,explanation
39,29515,:
40,781,"
"
41,781,"
"
42,29508,1
43,29491,.
44,7825,Sun
45,4414,light
46,27801,enters
47,1032,a
48,2898,water
49,4251,dro
50,7849,plet
51,29491,.
52,781,"
"
53,29518,2
54,29491,.
55,21494,Inside
56,1040,the
57,4251,dro
58,7849,plet
59,29493,","
60,1040,the
61,23718,sunlight
62,1117,is
63,2560,ref
64,2604,ract
65,1054,ed
66,29493,","
67,1210,or
68,16895,bent
69,29493,","
70,1158,as
71,1146,it
72,1903,sl
73,4379,ows
74,1828,down
75,3708,due
76,1066,to
77,1040,the
78,3036,change
79,1065,in
80,11080,medium
81,29491,.
82,781,"
"
83,29538,3
84,29491,.
85,1183,The
86,2829,light
87,1117,is
88,17990,reflected
89,1573,off
90,1040,the
91,8218,inner
92,6207,surface
93,1070,of
94,1040,the
95,4251,dro
96,7849,plet
97,29493,","
98,1072,and
99,1224,this
100,18039,reflection
101,10878,causes
102,1040,the
103,2829,light
104,1066,to
105,3036,change
106,5775,direction
107,29491,.
108,781,"
"
109,29549,4
110,29491,.
111,1183,The
112,2829,light
113,1117,is
114,2560,ref
115,2604,ract
116,1054,ed
117,1844,again
118,1158,as
119,1146,it
120,1207,ex
121,1814,its
122,1040,the
123,2898,water
124,4251,dro
125,7849,plet
126,29491,.
127,781,"
"
128,29550,5
129,29491,.
130,1183,The
131,2560,ref
132,2604,ract
133,1054,ed
134,2829,light
135,1117,is
136,6817,spread
137,1343,out
138,1546,into
139,2349,different
140,1043,w
141,27563,avelength
142,29481,s
143,1093,(
144,22017,colors
145,29499,)
146,3708,due
147,1066,to
148,16053,disp
149,4008,ersion
150,29493,","
151,1032,a
152,4089,property
153,1070,of
154,2829,light
155,29491,.
156,781,"
"
157,29552,6
158,29491,.
159,1183,The
160,2829,light
