step,head_agreement
0,
1,0.16054404
2,0.11481577
3,0.16425948
4,0.12988153
5,0.19339986
6,0.20501553
7,0.29446644
8,0.18457039
9,0.22068253
10,0.29795074
11,0.37417164
12,0.32805246
13,0.39067647
14,0.3514092
15,0.3404195
16,0.38959998
17,0.2492227
18,0.29148757
19,0.369122
20,0.34360257
21,0.3398307
22,0.30407968
23,0.24371606
24,0.34615782
25,0.27035192
26,0.3102386
27,0.20037948
28,0.2703928
29,0.3215382
30,0.3496841
31,0.18680817
32,0.2438723
33,0.1809266
34,0.11072527
35,0.12907551
36,0.19711448
37,0.08565211
38,0.13911144
39,0.20143448
40,0.19078153
41,0.15895161
42,0.10070365
43,0.2431055
44,0.3299691
45,0.4140786
46,0.31687132
47,0.3730372
48,0.3753464
49,0.37186614
50,0.41395307
51,0.3370188
52,0.32724127
53,0.2469698
54,0.39629173
55,0.43502268
56,0.4326642
57,0.46182996
58,0.4005647
59,0.39044163
60,0.33467194
61,0.4519176
62,0.39171198
63,0.38279995
64,0.5244229
65,0.42227024
66,0.37218127
67,0.39133948
68,0.4018124
69,0.4664687
70,0.42443877
71,0.478329
72,0.4890292
73,0.41302097
74,0.42102262
75,0.36765543
76,0.39618954
77,0.4081646
78,0.40121078
79,0.41100866
80,0.41051316
81,0.40061185
82,0.47030538
83,0.23201497
84,0.3964223
85,0.4112756
86,0.43091327
87,0.365244
88,0.4612622
89,0.5004112
90,0.51321095
91,0.49216017
92,0.44696364
93,0.46360087
94,0.46322143
95,0.48767737
96,0.5173816
97,0.47426262
98,0.47532007
99,0.40252754
100,0.46148622
101,0.38014433
102,0.40349242
103,0.4871942
104,0.46997902
105,0.43874994
106,0.45230982
107,0.43035537
108,0.116478264
109,0.21161152
110,0.4318598
111,0.4322523
112,0.463155
113,0.39937308
114,0.34086764
115,0.5620172
116,0.48198444
117,0.46564478
118,0.4092667
119,0.47064748
120,0.43644917
121,0.4453925
122,0.42230952
123,0.48073003
124,0.44480515
125,0.45503467
126,0.34982023
127,0.36102188
128,0.11476364
129,0.2862733
130,0.3476176
131,0.38988435
132,0.5602347
133,0.40401438
134,0.39063516
135,0.2991101
136,0.3789056
137,0.37568823
138,0.4195084
139,0.35238495
140,0.37313697
141,0.41186935
142,0.33195233
143,0.30214092
144,0.3633653
145,0.41284862
146,0.23860937
147,0.3700295
148,0.40592256
149,0.3128302
150,0.3154192
151,0.32607955
152,0.30751523
153,0.39723998
154,0.33197096
155,0.34650633
156,0.31285518
157,0.10573567
158,0.2899744
159,0.34230843
