0.21364802,0.109048784,0.08669311,0.055901352,0.074760504,0.084450535,0.12988877,0.14416789,0.13222237,0.08875694,0.11389997,0.26334152,0.17444433
0.25128487,0.15566567,0.16478816,0.0949989,0.16867432,0.22324236,0.5201439,0.2787501,0.27249736,0.204607,0.28065288,0.16622943,0.28999382
0.055574376,0.14316311,0.10595291,0.09550421,0.11176256,0.13083166,0.11953,0.1985504,0.19868779,0.10111884,0.13054012,0.33943167,0.18503757
0.3080834,0.2579738,0.26328576,0.21727884,0.32332483,0.3947268,0.2938486,0.29010108,0.20350248,0.36736357,0.22375153,0.26871285,0.28231224
0.3205249,0.39611158,0.3159361,0.30779555,0.41127923,0.4258048,0.44162816,0.4250135,0.36269966,0.35739458,0.33607814,0.53656757,0.5233713
0.29891646,0.07739726,0.14019659,0.34491202,0.100991145,0.25997895,0.6895517,0.6728742,0.7476508,0.23090059,0.6433775,0.77187544,0.6352597
0.2768619,0.3549938,0.30625126,0.14364278,0.30551684,0.2985964,0.32235536,0.34764573,0.4089048,0.32337478,0.3592644,0.33535928,0.3689919
0.51338726,0.4959779,0.5039148,0.45007297,0.72015744,0.7469197,0.7685093,0.71550506,0.4762949,0.53910184,0.57646227,0.31825498,0.60049313
0.32664552,0.22032993,0.24737503,0.107211776,0.2895234,0.3435719,0.49878573,0.48115376,0.30844483,0.19139384,0.25193363,0.42825595,0.3060539
0.3158599,0.20277952,0.22376843,0.12715858,0.2783768,0.4330825,0.49352628,0.4037231,0.25460666,0.24207236,0.34125552,0.3593251,0.29628906
0.2834712,0.23276208,0.24005675,0.24058911,0.32341033,0.3846121,0.49181354,0.46348548,0.5021526,0.22910655,0.4106388,0.46589652,0.3842974
0.32621348,0.19026488,0.17569558,0.089044005,0.18700974,0.27673548,0.36560008,0.3213571,0.42050487,0.1632556,0.33629304,0.54155487,0.2922819
0.23704958,0.30699572,0.29472536,0.2761019,0.29554048,0.28259996,0.27955443,0.27095145,0.2586165,0.3465326,0.2725073,0.32608482,0.33913708
0.5520898,0.44412708,0.5751283,0.5874439,0.5897439,0.58341223,0.62558484,0.4857533,0.3100392,0.61625314,0.43998334,0.26792905,0.586381
0.49949196,0.30979025,0.37010428,0.24308428,0.40402073,0.50053424,0.3736431,0.4013859,0.44375965,0.3832582,0.5003687,0.21156305,0.37299174
0.4203783,0.4888548,0.4300695,0.38344935,0.4938635,0.51404196,0.53065413,0.48370683,0.4840236,0.5213194,0.52960366,0.70361656,0.640452
0.036512006,0.025268996,0.025932148,0.0321263,0.020825453,0.018809222,0.026073419,0.03114451,0.04600372,0.030352335,0.020142207,0.02039418,0.04725665
0.23833948,0.44677523,0.23262537,0.25585026,0.20432241,0.34361008,0.63923025,0.6047211,0.5753017,0.23642543,0.31845236,0.5563987,0.39928797
0.076139785,0.24512403,0.118043974,0.10080086,0.066243425,0.22723669,0.77389514,0.8626847,0.94130385,0.21190152,0.26724917,0.8279957,0.39607415
0.1771076,0.3852126,0.088712625,0.011134594,0.15889674,0.4033788,0.09304906,0.15210578,0.73926467,0.22853525,0.3722592,0.7616295,0.43787456
0.11549905,0.15883535,0.15330975,0.114218615,0.12738235,0.21226333,0.26815778,0.24498312,0.20281409,0.17200488,0.17235152,0.19742759,0.19566907
0.43478465,0.57708603,0.21522172,0.16601221,0.47151712,0.4052982,0.4828024,0.53355503,0.6410386,0.3695588,0.6887663,0.36995316,0.67800486
0.28691357,0.24732843,0.27771583,0.1620587,0.23695478,0.29008314,0.19805858,0.19598475,0.16382739,0.20738184,0.24917638,0.24826056,0.25719273
0.28009373,0.14665401,0.13967128,0.17483193,0.13422874,0.187776,0.2367604,0.26164922,0.22345266,0.25007105,0.12219708,0.27194154,0.25958362
0.14735368,0.18836169,0.30692455,0.1529328,0.27441347,0.37133098,0.6433092,0.48382074,0.2483394,0.37710539,0.3237417,0.13805604,0.34732187
0.19494446,0.18757254,0.1291232,0.09597847,0.2929902,0.31204247,0.3543781,0.29214045,0.41558155,0.29071283,0.32313177,0.51632774,0.41186225
0.63655746,0.22092415,0.21693815,0.0984159,0.22598793,0.31590632,0.27238438,0.30706513,0.2870002,0.29475248,0.20403045,0.100621484,0.27274817
0.439241,0.26266938,0.3132593,0.24213399,0.31362346,0.27975172,0.29843646,0.16921799,0.105981044,0.3733719,0.1401285,0.08764496,0.28237438
0.40883362,0.23700768,0.22936061,0.1924096,0.28624254,0.25538304,0.17466457,0.15247859,0.18798606,0.17555761,0.2270676,0.34717497,0.24633417
0.45015073,0.4001822,0.31182477,0.23761538,0.3872436,0.37276623,0.28638196,0.23802078,0.25599247,0.3037781,0.26899314,0.32945243,0.31107116
0.14514521,0.090702064,0.08654263,0.06683577,0.093386136,0.091917485,0.07299851,0.070563234,0.0913762,0.098224096,0.09570049,0.08142817,0.1221499
0.29149777,0.3119307,0.3262603,0.21408252,0.26408118,0.268392,0.1773327,0.14444084,0.12666877,0.17701414,0.15659294,0.27336743,0.17997509
