0.0057786405,0.27319255,0.2737654,0.29640427,0.25831288,0.26961315,0.2514343,0.28507444,0.29876536,0.26933965,0.28559655,0.28029078,0.28641963
0.17693423,0.082585834,0.099038266,0.07003789,0.061442383,0.07313493,0.078390226,0.082088426,0.0871303,0.050756726,0.1053533,0.1061376,0.06630464
0.061824992,0.077902414,0.056892168,0.046263304,0.04720927,0.04540734,0.111035444,0.08180435,0.12344395,0.0646241,0.065886535,0.14995155,0.065622255
0.03645598,0.040398747,0.044730313,0.030432638,0.036303457,0.047304865,0.05860344,0.049989138,0.05785126,0.030851517,0.05487092,0.03824676,0.03297144
0.102959074,0.0903717,0.08580438,0.068612084,0.0681679,0.087748475,0.10669918,0.12021342,0.14737757,0.13227667,0.08849603,0.12142513,0.14143577
0.055694796,0.07868108,0.07668055,0.07376623,0.065033115,0.078878835,0.07199989,0.08030704,0.08294451,0.075951986,0.08516127,0.13189532,0.08109794
0.08772428,0.09634004,0.06489184,0.049357366,0.08805096,0.13537654,0.15465212,0.097386144,0.12982094,0.10860968,0.1352491,0.1262851,0.09185998
0.14322807,0.13195875,0.12148962,0.12366694,0.15413196,0.145153,0.20339635,0.19111088,0.20779309,0.12991542,0.15714487,0.20459545,0.15312953
0.13734095,0.097788766,0.08743673,0.06433137,0.08907877,0.120134816,0.16445759,0.19547477,0.21658942,0.122860566,0.21481289,0.20222439,0.178255
0.1450982,0.16071123,0.11840995,0.10375999,0.17716525,0.15699211,0.20691396,0.20030533,0.22744301,0.20844227,0.23424864,0.1760774,0.20364827
0.12442114,0.117282815,0.09187797,0.072545975,0.107125625,0.11260591,0.16166727,0.18656413,0.161851,0.1487315,0.15650372,0.15002261,0.15967262
0.19284318,0.20439774,0.14972417,0.14736257,0.21821974,0.22200036,0.22365002,0.19299224,0.24309546,0.26685795,0.26200613,0.20870754,0.2506842
0.2459279,0.26030043,0.16959064,0.18747456,0.28176996,0.23160002,0.26696557,0.25725985,0.25481385,0.2588442,0.2305801,0.19358762,0.26155466
0.13069876,0.14625958,0.13138914,0.10597079,0.17016579,0.12813826,0.14738797,0.15003525,0.14153078,0.16931671,0.20770842,0.14482781,0.16850059
0.2125694,0.12422769,0.10335707,0.07286529,0.1648482,0.1374617,0.19370224,0.1605187,0.18067245,0.20085405,0.24259363,0.18151136,0.1967324
0.21095686,0.1551166,0.14538488,0.11069687,0.18462694,0.20095402,0.24484514,0.21636605,0.21272688,0.20845264,0.21433309,0.1770874,0.193829
0.13622367,0.14800698,0.15692104,0.11276334,0.18054876,0.19709857,0.1852311,0.1982007,0.16820785,0.20508471,0.19037136,0.1406627,0.20373748
0.15561545,0.109337136,0.11248748,0.0975744,0.14044037,0.1650622,0.13697946,0.16296399,0.15297303,0.2016719,0.18208723,0.1486154,0.17939062
0.12376921,0.102473125,0.14331295,0.10332404,0.14294893,0.15449543,0.09123602,0.15431237,0.116870396,0.20386335,0.24414276,0.15561672,0.16996154
0.17719314,0.13166936,0.15445782,0.15898106,0.1893311,0.19333166,0.1458194,0.13508543,0.18847255,0.2317625,0.24376789,0.18252115,0.2232313
0.12253015,0.10461036,0.16069496,0.09113139,0.15007241,0.18869406,0.15388837,0.16275963,0.16491224,0.15002236,0.18124244,0.099849485,0.1492767
0.09146012,0.062849164,0.08542704,0.053718645,0.09382955,0.14591789,0.0879688,0.16055307,0.0798571,0.14473549,0.13924907,0.10461772,0.08900176
0.09431799,0.053372543,0.05346861,0.074847974,0.10621999,0.13108045,0.07237567,0.117358156,0.150323,0.1108016,0.14119144,0.081637934,0.104283735
0.063505486,0.03784144,0.05411672,0.041018233,0.06537576,0.08584458,0.029560022,0.07748261,0.053875994,0.067999944,0.08260816,0.04902966,0.05003146
0.07848881,0.042237684,0.0603676,0.05508276,0.10528454,0.1365198,0.11772672,0.13142572,0.11514289,0.12894621,0.19152431,0.07886469,0.16817898
0.089148335,0.04943415,0.0914059,0.0751756,0.09598707,0.1488194,0.12538452,0.13879615,0.09822891,0.108013876,0.11777209,0.08059857,0.11558246
0.08935108,0.03472362,0.039351523,0.13362283,0.13819073,0.11188828,0.074158885,0.114208445,0.10502653,0.14549875,0.12323453,0.11447142,0.102893926
0.09684785,0.043853205,0.0378497,0.06823077,0.071159594,0.10572894,0.05863863,0.08884428,0.08927222,0.078430414,0.114216514,0.068962246,0.08417239
0.12382972,0.075190865,0.06318739,0.08482064,0.14985758,0.1774807,0.1136091,0.21204342,0.14280407,0.18519717,0.20086432,0.13187718,0.12567991
0.10228938,0.06371806,0.080937155,0.025214784,0.08689929,0.15899979,0.07971157,0.15499485,0.09061806,0.1457219,0.17448844,0.061264146,0.15024757
0.11112863,0.09075957,0.06317615,0.087758,0.09670472,0.148655,0.099610925,0.116253406,0.1164625,0.15354681,0.17870672,0.1316571,0.12215322
0.1261212,0.067572504,0.059985656,0.062577225,0.09014266,0.13319135,0.09576962,0.11263203,0.09449627,0.113960385,0.13374187,0.08833408,0.09371964
