step,head_agreement
0,
1,0.25735977
2,0.2400466
3,0.21703804
4,0.16097566
5,0.1315149
6,0.0998096
7,0.21217355
8,0.21492817
9,0.16284636
10,0.18646756
11,0.1738108
12,0.14966524
13,0.13669918
14,0.091426685
15,0.1277959
16,0.18291207
17,0.12436059
18,0.18405133
19,0.1276868
20,0.15737979
21,0.19710535
22,0.16215469
23,0.25670233
24,0.27175966
25,0.22396566
26,0.25458553
27,0.3125984
28,0.38914493
29,0.31439075
30,0.34867674
31,0.29789934
32,0.27973267
33,0.31789178
34,0.29449686
35,0.24793324
36,0.35402656
37,0.34194204
38,0.40001342
39,0.3393533
40,0.37851512
41,0.36621195
42,0.47180992
43,0.40634936
44,0.45851323
45,0.46433643
46,0.4677556
47,0.37653214
48,0.44464242
49,0.3971382
50,0.3734928
51,0.41487044
52,0.37971348
53,0.43002364
54,0.48682588
55,0.50426286
56,0.48287144
57,0.45939428
58,0.4602431
59,0.2852646
60,0.18526332
61,0.15423888
62,0.10504046
63,0.18305783
64,0.25944105
65,0.31516188
66,0.16781417
67,0.15485713
68,0.20435658
69,0.17329143
70,0.24006045
71,0.26439872
72,0.352623
73,0.3137499
74,0.28678116
75,0.41851142
76,0.22407138
77,0.23275462
78,0.3085954
79,0.29399014
80,0.32467988
81,0.32450703
82,0.15842436
83,0.30983073
84,0.3451778
85,0.35698423
86,0.2981614
87,0.40141547
88,0.37628868
89,0.43275425
90,0.40755126
91,0.41143394
92,0.47144395
93,0.4461767
94,0.49753532
95,0.4848045
96,0.47834876
97,0.5038697
98,0.49304375
99,0.48579448
100,0.52687633
101,0.50927037
102,0.5068706
103,0.5237144
104,0.44205487
105,0.5034438
106,0.49281377
107,0.48784336
108,0.5419961
109,0.5304897
110,0.51865524
111,0.52286404
112,0.5196907
113,0.4653668
114,0.49390835
115,0.4726581
116,0.4764009
117,0.55092484
118,0.51605725
119,0.51703525
120,0.49350893
121,0.49995816
122,0.5470477
123,0.5033681
124,0.2268786
125,0.11402728
126,0.11256825
127,0.10759845
128,0.18224399
129,0.13814518
130,0.23429205
131,0.18509041
132,0.15450722
133,0.3054211
134,0.21630414
135,0.1438167
136,0.25060505
137,0.301676
138,0.2642486
139,0.2813805
140,0.33841935
141,0.28977677
142,0.270214
143,0.2173743
144,0.2721699
145,0.20138754
146,0.341513
147,0.27269086
148,0.36510655
149,0.28702512
150,0.24428527
151,0.30888027
152,0.33181214
153,0.37922975
154,0.31883517
155,0.37537587
156,0.37961605
157,0.33588752
158,0.2459351
159,0.29565594
