step,token_id,decoded
1,11600,Some
2,8222,animals
3,295,h
4,3858,iber
5,25134,nate
6,1938,during
7,272,the
8,277,c
9,3702,older
10,3370,months
11,298,to
12,379,con
13,7688,serve
14,3408,energy
15,304,and
16,13145,survive
17,739,when
18,2887,food
19,349,is
20,13356,scar
21,358,ce
22,28723,.
23,851,This
24,349,is
25,4012,especially
26,3298,common
27,297,in
28,1741,small
29,27454,mamm
30,973,als
31,28725,","
32,1259,such
33,390,as
34,25051,bears
35,304,and
36,15118,chip
37,28719,m
38,2060,unk
39,28713,s
40,28723,.
41,6213,During
42,295,h
43,3858,iber
44,28711,n
45,352,ation
46,28725,","
47,396,an
48,8527,animal
49,28742,'
50,28713,s
51,3031,heart
52,4338,rate
53,304,and
54,1424,met
55,375,ab
56,7437,olic
57,4338,rate
58,17889,decrease
59,11117,significantly
60,28725,","
61,9836,allowing
62,378,it
63,298,to
64,938,use
65,2108,less
66,3408,energy
67,28723,.
68,415,The
69,354,for
70,20350,bidden
71,1850,term
72,345,""""
73,28716,h
74,3858,iber
75,28711,n
76,352,ation
77,28739,""""
78,349,is
79,264,a
80,4229,natural
81,1759,process
82,369,that
83,7263,helps
84,1167,these
85,8222,animals
86,13145,survive
87,297,in
88,18138,harsh
89,4331,conditions
90,28723,.
91,2,</s>
