step,head_agreement
0,
1,0.22568662
2,0.28196532
3,0.364554
4,0.25818613
5,0.32957998
6,0.3515014
7,0.40023428
8,0.41611955
9,0.44678065
10,0.35822493
11,0.44113633
12,0.3705114
13,0.34987658
14,0.29556093
15,0.30251965
16,0.33560628
17,0.3710347
18,0.4144662
19,0.27700132
20,0.18066928
21,0.20472704
22,0.35673156
23,0.3582067
24,0.347647
25,0.3720577
26,0.3187515
27,0.42747638
28,0.47036693
29,0.4039186
30,0.48543498
31,0.3639423
32,0.34435192
33,0.52974665
34,0.39198834
35,0.31714493
36,0.36222586
37,0.33853623
38,0.34876746
39,0.37516406
40,0.36977792
41,0.33449548
42,0.32965547
43,0.32135105
44,0.42090905
45,0.42520973
46,0.3980547
47,0.36743945
48,0.23211384
49,0.33196437
50,0.42099532
51,0.3558757
52,0.46730518
53,0.5089987
54,0.3494069
55,0.3914818
56,0.5460057
57,0.37779263
58,0.43420476
59,0.4808896
60,0.45061457
61,0.4563656
62,0.35515398
63,0.56754583
64,0.47938263
65,0.4141557
66,0.37529585
67,0.4384415
68,0.3608483
69,0.4478354
70,0.49133638
71,0.3311176
72,0.36396226
73,0.38987827
74,0.40251228
75,0.19711898
76,0.35511357
77,0.39575776
78,0.3072754
79,0.38551158
80,0.4117017
81,0.35846162
82,0.36076206
83,0.40895742
84,0.3810711
85,0.38757664
86,0.51787245
87,0.4367987
88,0.33200467
89,0.3906327
90,0.33956647
91,0.37370518
92,0.41439664
93,0.33760867
94,0.35562253
95,0.3951463
96,0.34707582
97,0.3453413
98,0.32339445
99,0.41274852
100,0.27776206
101,0.37604362
102,0.41011104
103,0.37555677
104,0.23855752
105,0.30495802
106,0.36690655
107,0.37968126
108,0.42295304
109,0.38453716
110,0.4517616
111,0.32415876
112,0.40553972
113,0.3539225
114,0.3414768
115,0.38129625
116,0.40106744
117,0.42618364
118,0.34032252
119,0.44863245
120,0.42989177
121,0.4342992
122,0.38909915
123,0.27636236
124,0.41150847
125,0.37936902
126,0.22781259
127,0.2977663
128,0.35920638
129,0.33384934
130,0.3447081
131,0.40205753
132,0.38360474
133,0.3978952
134,0.306487
135,0.4078692
136,0.365222
137,0.38605028
138,0.50702244
139,0.35888728
140,0.34737727
141,0.35509497
142,0.45264515
143,0.323037
144,0.5130252
145,0.36471295
146,0.39108476
147,0.4143057
148,0.39623427
149,0.525852
150,0.40295961
151,0.3620766
152,0.3328043
153,0.35503674
154,0.3814851
155,0.38290766
156,0.21360323
157,0.28518364
158,0.30727768
159,0.26758724
