step,token_id,decoded
1,10604,Good
2,676,man
3,5949,ners
4,460,are
5,7974,essential
6,354,for
7,17877,maintaining
8,5278,positive
9,9391,relationships
10,304,and
11,3116,respect
12,288,ing
13,2663,others
14,28723,.
15,4003,Here
16,460,are
17,741,some
18,9254,examples
19,28747,:
20,13,"
"
21,13,"
"
22,28740,1
23,28723,.
24,15753,Say
25,288,ing
26,345,""""
27,792,ple
28,555,ase
29,28739,""""
30,304,and
31,345,""""
32,362,th
33,978,ank
34,368,you
35,1264,""":"
36,17484,Always
37,938,use
38,1167,these
39,3085,words
40,739,when
41,2492,making
42,9828,requests
43,442,or
44,4072,express
45,288,ing
46,26485,gratitude
47,28723,.
48,13,"
"
49,28750,2
50,28723,.
51,3231,List
52,3250,ening
53,18639,actively
54,28747,:
55,16104,Give
56,272,the
57,17153,speaker
58,574,your
59,2173,full
60,4501,attention
61,28725,","
62,4461,avoid
63,10256,interrupt
64,288,ing
65,28725,","
66,304,and
67,9421,respond
68,1654,thought
69,3071,fully
70,298,to
71,767,what
72,590,they
73,1315,say
74,28723,.
75,13,"
"
76,28770,3
77,28723,.
78,1136,As
79,8328,king
80,1159,before
81,1413,using
82,2493,someone
83,1112,else
84,28742,'
85,28713,s
86,6847,belong
87,742,ings
88,28747,:
89,1992,Res
90,822,pect
91,3327,personal
92,3321,property
93,486,by
94,7201,asking
95,9599,permission
96,1159,before
97,1413,using
98,2493,someone
99,1112,else
100,28742,'
101,28713,s
102,4907,items
103,28723,.
104,13,"
"
105,28781,4
106,28723,.
107,10339,Keep
108,288,ing
109,3327,personal
110,2764,space
111,28747,:
112,1992,Res
113,822,pect
114,2663,others
115,28742,'
116,3327,personal
117,2764,space
118,486,by
119,17877,maintaining
120,396,an
121,7658,appropriate
122,5328,distance
123,1938,during
124,17256,conversations
125,28723,.
126,13,"
"
127,28782,5
128,28723,.
129,384,D
130,638,ress
131,288,ing
132,6582,appropri
133,1999,ately
134,28747,:
135,384,D
136,638,ress
137,297,in
138,264,a
139,1069,way
140,369,that
141,349,is
142,11633,suitable
143,354,for
144,272,the
145,8778,occasion
146,304,and
147,3116,respect
148,28713,s
149,272,the
150,5188,dress
151,2696,code
152,28725,","
153,513,if
154,707,any
155,28723,.
156,13,"
"
157,28784,6
158,28723,.
159,9616,Using
160,27057,polite
