step,token_id,decoded
1,1551,To
2,1038,make
3,264,a
4,3830,paper
5,2423,air
6,13209,plane
7,28725,","
8,368,you
9,28742,'
10,584,ll
11,927,need
12,264,a
13,12173,sheet
14,302,of
15,3830,paper
16,28725,","
17,752,sc
18,815,iss
19,734,ors
20,28725,","
21,304,and
22,15814,tape
23,442,or
24,1272,gl
25,441,ue
26,28723,.
27,4003,Here
28,28742,'
29,28713,s
30,264,a
31,3707,step
32,28733,-
33,1403,by
34,28733,-
35,7691,step
36,8327,guide
37,28747,:
38,13,"
"
39,13,"
"
40,28740,1
41,28723,.
42,8890,Take
43,272,the
44,3830,paper
45,304,and
46,10068,fold
47,378,it
48,3575,length
49,3578,wise
50,28725,","
51,1317,cre
52,3706,asing
53,378,it
54,297,in
55,272,the
56,4986,middle
57,28723,.
58,13,"
"
59,28750,2
60,28723,.
61,935,Un
62,13943,fold
63,272,the
64,3830,paper
65,304,and
66,10068,fold
67,272,the
68,1830,top
69,989,two
70,19897,corners
71,778,into
72,272,the
73,4982,center
74,1317,cre
75,555,ase
76,28725,","
77,6818,creating
78,264,a
79,24411,triangle
80,28723,.
81,13,"
"
82,28770,3
83,28723,.
84,401,F
85,738,old
86,272,the
87,8409,remaining
88,2081,side
89,2267,along
90,272,the
91,4982,center
92,1317,cre
93,555,ase
94,28723,.
95,13,"
"
96,28781,4
97,28723,.
98,401,F
99,738,old
100,272,the
101,1830,top
102,1305,point
103,1060,down
104,298,to
105,272,the
106,5859,bottom
107,5358,edge
108,28725,","
109,868,then
110,10077,unf
111,738,old
112,378,it
113,28723,.
114,13,"
"
115,28782,5
116,28723,.
117,401,F
118,738,old
119,272,the
120,1830,top
121,1305,point
122,1060,down
123,1076,again
124,28725,","
125,562,but
126,456,this
127,727,time
128,10068,fold
129,378,it
130,5083,towards
131,272,the
132,4982,center
133,1317,cre
134,555,ase
135,28723,.
136,13,"
"
137,28784,6
138,28723,.
139,401,F
140,738,old
141,272,the
142,5859,bottom
143,1305,point
144,582,up
145,298,to
146,272,the
147,1830,top
148,5358,edge
149,28725,","
150,868,then
151,10077,unf
152,738,old
153,378,it
154,28723,.
155,13,"
"
156,28787,7
157,28723,.
158,401,F
159,738,old
160,272,the
