step,head_agreement
0,
1,0.17042582
2,0.28687918
3,0.41784686
4,0.38088602
5,0.6022036
6,0.40760136
7,0.23284413
8,0.21745504
9,0.21638548
10,0.30874744
11,0.3285104
12,0.500441
13,0.5454706
14,0.46521166
15,0.45801342
16,0.38061738
17,0.4182369
18,0.56686354
19,0.458738
20,0.3902362
21,0.34220326
22,0.48191226
23,0.3759454
24,0.509989
25,0.409264
26,0.31152162
27,0.28568614
28,0.42006975
29,0.3568144
30,0.3901425
31,0.33786482
32,0.3308251
33,0.418839
34,0.30080962
35,0.33904502
36,0.38096252
37,0.27488068
38,0.18141943
39,0.17329378
40,0.33737648
41,0.44765222
42,0.39480945
43,0.65474135
44,0.45156097
45,0.48550236
46,0.5418254
47,0.46544188
48,0.52395123
49,0.51463526
50,0.42677337
51,0.5953866
52,0.5685658
53,0.4989748
54,0.49859542
55,0.6663602
56,0.4888197
57,0.46003333
58,0.25774094
59,0.30550063
60,0.50447756
61,0.51167935
62,0.5180386
63,0.6569138
64,0.41494897
65,0.5025147
66,0.6034159
67,0.7328675
68,0.5855045
69,0.6072126
70,0.63383406
71,0.61156917
72,0.73336273
73,0.52901095
74,0.60258526
75,0.47218037
76,0.50243926
77,0.4195435
78,0.6223546
79,0.5463758
80,0.48363277
81,0.37305945
82,0.2938426
83,0.48834074
84,0.3975213
85,0.50365627
86,0.71464676
87,0.59408736
88,0.5479956
89,0.51886535
90,0.717041
91,0.5319507
92,0.5562859
93,0.4397948
94,0.50689054
95,0.35419157
96,0.30025122
97,0.50475144
98,0.3667521
99,0.47520563
100,0.6839365
101,0.54369026
102,0.5288513
103,0.50189257
104,0.53005004
105,0.712302
106,0.52394646
107,0.5030086
108,0.45338804
109,0.4032583
110,0.5419135
111,0.48348805
112,0.405576
113,0.49130258
114,0.32846186
115,0.27379194
116,0.46948105
117,0.35289344
118,0.45963255
119,0.6683139
120,0.5421537
121,0.4841322
122,0.4403248
123,0.4302243
124,0.46340406
125,0.3747899
126,0.41081566
127,0.3800736
128,0.5178052
129,0.42518926
130,0.4700494
131,0.7056353
132,0.50890577
133,0.52159846
134,0.38583317
135,0.44634297
136,0.3286513
137,0.2809448
138,0.43150517
139,0.3286355
140,0.4355345
141,0.6485447
142,0.5228189
143,0.46485928
144,0.4831382
145,0.48084134
146,0.7361962
147,0.5498858
148,0.5065296
149,0.40519843
150,0.32777
151,0.43439
152,0.4053375
153,0.36504495
154,0.45855933
155,0.32709435
156,0.3238919
157,0.39388344
158,0.39550054
159,0.381468
