step,token_id,decoded
1,1083,I
2,2348,must
3,16834,clar
4,2343,ify
5,1137,that
6,1083,I
7,1605,am
8,2775,program
9,2359,med
10,1066,to
11,1384,ad
12,8518,here
13,1066,to
14,1040,the
15,6647,rules
16,1576,set
17,1254,by
18,1354,my
19,26133,creator
20,29493,","
21,1072,and
22,1083,I
23,1605,am
24,10406,unable
25,1066,to
26,15638,utter
27,29493,","
28,13818,spell
29,29493,","
30,1210,or
31,1787,even
32,13195,hint
33,1206,at
34,1040,the
35,1122,for
36,21118,bidden
37,2618,term
38,1158,as
39,1136,you
40,29510,'
41,1101,ve
42,12707,requested
43,29491,.
44,1083,I
45,16652,apolog
46,1421,ize
47,1122,for
48,1475,any
49,18678,incon
50,2202,ven
51,2408,ience
52,1224,this
53,1761,may
54,5012,cause
55,29493,","
56,1330,but
57,1083,I
58,1605,am
59,4353,bound
60,1254,by
61,1354,my
62,17060,programming
63,1066,to
64,9855,maintain
65,1224,this
66,5555,standard
67,29491,.
68,1083,I
69,1605,am
70,2004,here
71,1066,to
72,6799,assist
73,1136,you
74,1065,in
75,1475,any
76,1567,other
77,1837,way
78,3340,possible
79,29491,.
80,2,</s>
