0.34299555,0.23970701,0.11637991,0.13605416,0.15946762,0.15074058,0.1190319,0.1441184,0.41135025,0.21846583,0.25852835,0.19531894,0.16453698,0.1785105,0.17005058,0.18355721,0.19501553,0.20745063,0.14695896,0.15649651,0.17146076,0.21919724,0.12928589,0.48595837,0.12586871,0.112447865,0.16306147,0.26359555,0.17910413,0.116556525,0.1773156,0.18779723,0.24516478,0.28454277,0.2433481,0.16722494,0.16287278,0.14664,0.63179517,0.5113005,0.3546669,0.2311174,0.30364385,0.40607116,0.4056252,0.17280807,0.58854544,0.20550591,0.24056168,0.4017111,0.48860365,0.17701216,0.3368449,0.376816,0.1624783,0.31093502,0.4703932,0.35447916,0.09583078,0.24264474,0.816173,0.4146102,0.60172206,0.19281144,0.5202775,0.597902,0.15612246,0.33703622,0.18776421,0.29233795,0.13636063,0.08398808,0.23532753,0.15885743,0.43841195,0.11032368,0.23951267,0.42187482,0.14381096,0.1249913,0.21125911,0.37270996,0.102315605,0.34673104,0.4074463,0.21195994,0.13720292,0.10510286,0.4214877,0.3622334,0.14254788,0.09977344,0.17448442,0.08019314,0.13377424,0.11001948,0.113924034,0.07904638,0.38523898
0.28873655,0.210942,0.1382856,0.24175212,0.16414149,0.19245966,0.11412932,0.16045938,0.23813364,0.16074039,0.28173962,0.21768299,0.1746515,0.12027098,0.17574397,0.14455143,0.21239758,0.24765399,0.1390318,0.18374284,0.16358393,0.22061485,0.12539142,0.23087154,0.11825574,0.096404895,0.15797769,0.23391837,0.12845989,0.11912428,0.14621021,0.18190834,0.25591704,0.2655695,0.24899897,0.21585184,0.23918495,0.2045883,0.39117968,0.41575792,0.26682723,0.16044812,0.333317,0.311443,0.3596139,0.1590774,0.46824384,0.27939692,0.22520769,0.23269701,0.3792649,0.2043354,0.3154623,0.44233507,0.186058,0.22202054,0.34775043,0.3278094,0.090303764,0.2067423,0.5710131,0.21246704,0.3494869,0.15096131,0.34102175,0.31472117,0.20007174,0.18312962,0.15390144,0.2725524,0.13752517,0.112675175,0.27381432,0.1360705,0.1673996,0.0670188,0.17697522,0.3286803,0.1392352,0.114136584,0.314166,0.24685752,0.10444409,0.24166727,0.3793607,0.36057594,0.13973597,0.14128448,0.29633963,0.26392063,0.14061873,0.09199559,0.18717444,0.07018201,0.11620032,0.098875694,0.07570637,0.07373402,0.23117965
0.21520476,0.15311083,0.113661826,0.12786056,0.117230624,0.18764646,0.107978776,0.1466059,0.30148944,0.20053458,0.20690122,0.20657451,0.19304462,0.16262752,0.18066089,0.1858295,0.2414627,0.19277827,0.14817399,0.16337612,0.19208442,0.23871768,0.15711655,0.23646781,0.13544108,0.10591438,0.18317744,0.21611111,0.13959783,0.10581117,0.18466043,0.19145347,0.319721,0.21847802,0.24018426,0.18414749,0.1694933,0.13165553,0.39598483,0.3638502,0.39306712,0.23602478,0.3058213,0.3716965,0.34038702,0.14681599,0.32987484,0.19674124,0.26707834,0.3999708,0.5506161,0.39727297,0.87503344,0.5793178,0.21025808,0.28943306,0.36017132,0.21925244,0.119021654,0.15403685,0.43839905,0.26365086,0.30628037,0.1727591,0.43412387,0.17512691,0.24837157,0.17692678,0.13942447,0.30902544,0.11169988,0.083840705,0.17820771,0.1006716,0.15475284,0.07100343,0.12326693,0.26491073,0.14895156,0.12731865,0.18471469,0.25840667,0.106090054,0.26416093,0.37579,0.18898974,0.13850711,0.11813557,0.26185182,0.2411866,0.16933948,0.09160158,0.1592039,0.057068493,0.12306334,0.09797647,0.09319097,0.07828684,0.23800728
0.2816773,0.45077366,0.17505784,0.5632554,0.22446172,0.17160776,0.085028365,0.1123763,0.1911576,0.21551815,0.17887649,0.17802721,0.13552077,0.10928103,0.17560844,0.12848222,0.19598286,0.1064121,0.16319609,0.14618468,0.08971943,0.11498583,0.14678037,0.39061296,0.15274066,0.16827254,0.20756236,0.20644513,0.13158906,0.09702447,0.24510458,0.10418338,0.2579921,0.23624209,0.21556374,0.2677573,0.24791314,0.20263949,0.5562255,0.30815625,0.32607892,0.256366,0.34113184,0.2076283,0.37313136,0.1295768,0.31105873,0.13655537,0.22006331,0.5961097,0.6826369,0.33521616,0.2134698,0.9682531,0.22287096,0.26337552,0.5024586,0.21433686,0.09143041,0.16384508,0.52862424,0.24425402,0.23608096,0.14081106,0.24488318,0.36337906,0.14509189,0.43483636,0.24144575,0.33524072,0.17634968,0.19025856,0.25747967,0.13720056,0.12815367,0.14714661,0.40262228,0.374749,0.1316302,0.14111269,0.12651725,0.20985852,0.07938426,0.25005478,0.46205166,0.23692968,0.16031192,0.14794865,0.44503844,0.47975507,0.15929474,0.085728355,0.11609726,0.055168666,0.10551497,0.08340333,0.09300175,0.062478665,0.4001144
0.18752436,0.16839296,0.2189959,0.16858272,0.1879342,0.26256332,0.16294636,0.15957884,0.14994073,0.25014913,0.35389727,0.28742987,0.19496126,0.3453645,0.22745195,0.3050524,0.3856977,0.3275398,0.09858399,0.24398576,0.39829186,0.46941125,0.22781448,0.2315411,0.1285254,0.10445888,0.23646878,0.25330126,0.20050718,0.2259534,0.279371,0.40834782,0.24426216,0.56864095,0.46826914,0.18861556,0.16785851,0.21013089,0.30225903,0.4889974,0.34044185,0.37831172,0.27230906,0.26347372,0.39911142,0.18532853,0.23674466,0.21673518,0.20819755,0.4262436,0.41376182,0.16482414,0.25514954,0.67760634,0.16453347,0.29149187,0.3540694,0.16692322,0.057301465,0.12403431,0.48308298,0.21553808,0.321976,0.12498303,0.4881962,0.1739998,0.14568312,0.19893198,0.15766777,0.41226062,0.096724905,0.13116841,0.18324423,0.22327796,0.2062579,0.06371189,0.15973176,0.3383926,0.21778733,0.1810148,0.17700155,0.4428692,0.082129896,0.4325872,0.5458214,0.3230301,0.21032692,0.18457054,0.28569216,0.26285696,0.19914125,0.110182256,0.15971026,0.06855866,0.17412794,0.13639174,0.103243984,0.05512847,0.19266221
0.11038491,0.07616544,0.09227337,0.09543057,0.08663156,0.23208807,0.118245825,0.10819031,0.13192384,0.17819063,0.17106251,0.28532127,0.2218616,0.35080618,0.20579189,0.4172252,0.42139882,0.26273304,0.060099676,0.29344803,0.2782342,0.20504351,0.2336296,0.13106485,0.08656007,0.08170138,0.3173205,0.20738535,0.20792408,0.16611105,0.35740745,0.26234204,0.269904,0.2985992,0.20107675,0.40064627,0.35560238,0.17629887,0.105386354,0.18223706,0.16631256,0.07482083,0.14227997,0.053618856,0.10409161,0.049420953,0.11270359,0.13940349,0.07352243,0.111099586,0.24654369,0.12672143,0.18420929,0.32630664,0.121873565,0.10503327,0.06288764,0.0721449,0.042248182,0.0522314,0.06731982,0.08405099,0.08740794,0.06259013,0.06931955,0.062919825,0.049131136,0.042701848,0.062032852,0.13243169,0.0986457,0.06606502,0.07870603,0.06406336,0.09904466,0.075470276,0.07026301,0.0974082,0.18221806,0.11037299,0.06632325,0.19352223,0.12366883,0.203548,0.2429585,0.13931057,0.113112025,0.10387794,0.117855504,0.07335438,0.17448877,0.09560077,0.11000079,0.070578806,0.10179244,0.10641457,0.07078598,0.08208157,0.05824381
0.52222896,0.32917073,0.30440605,0.26272866,0.18814646,0.2465673,0.25665206,0.20489311,0.48696136,0.2128388,0.20075534,0.29211256,0.25167793,0.26059783,0.3113873,0.30057722,0.31111363,0.17155993,0.115822956,0.19538446,0.25244144,0.29411983,0.35286248,0.2823274,0.22293845,0.22070375,0.2005537,0.49927288,0.2463476,0.21369748,0.3906911,0.44200373,0.53614366,0.32671908,0.261124,0.41264993,0.38153315,0.2810257,0.2926749,0.42943433,0.49971762,0.5153384,0.17956495,0.5062995,0.52889985,0.27477267,0.2929553,0.12055585,0.17301781,0.40804282,0.45990595,0.6335514,0.9212967,0.8644767,0.3842298,0.35599223,0.34710038,0.13718694,0.06528801,0.21384798,0.49252853,0.19054696,0.52208394,0.11406395,0.38890666,0.31663275,0.087302044,0.2724374,0.21999186,0.45977607,0.17488664,0.23795535,0.39754403,0.21207261,0.2504397,0.06323321,0.27853855,0.52991027,0.31856078,0.24637283,0.6825687,0.39638016,0.14698374,0.3495811,0.4609358,0.32309824,0.2823178,0.1652181,0.29791203,0.36227223,0.22024785,0.19086288,0.19893377,0.11977718,0.12660275,0.22193532,0.15116805,0.1004166,0.2340577
0.10228783,0.14378734,0.24259135,0.12203117,0.13644154,0.41378245,0.16538136,0.2442175,0.18343845,0.2978796,0.44548398,0.4458558,0.42419827,0.48713383,0.37794846,0.47959217,0.33916655,0.33499116,0.1124652,0.43277335,0.4826394,0.4061529,0.33766314,0.15113461,0.18211794,0.14331557,0.40234604,0.34595636,0.18834668,0.24643584,0.42148757,0.41061375,0.26954904,0.41934744,0.51575303,0.35591292,0.30510235,0.22851379,0.28374046,0.37660787,0.34840715,0.40611723,0.20057304,0.237255,0.27006686,0.21355549,0.12995392,0.16455601,0.24899887,0.3186017,0.3771697,0.32249787,0.3491042,0.5782068,0.17512542,0.22525233,0.1608774,0.09256162,0.05333512,0.13741915,0.48903772,0.13226931,0.3759515,0.13129044,0.22040087,0.35892248,0.1457463,0.19246554,0.16159102,0.14647308,0.095224,0.19615434,0.15552174,0.19364971,0.17227958,0.07268374,0.2991234,0.23711167,0.20676114,0.25191846,0.33488008,0.3049239,0.05148392,0.26123166,0.36891332,0.17616242,0.20493525,0.2500475,0.25194186,0.15081732,0.19686352,0.13123746,0.14992966,0.08382296,0.22114764,0.15858391,0.13753976,0.04883934,0.23405696
0.28501314,0.19350414,0.15337037,0.111374095,0.14253584,0.20099245,0.20902684,0.19198608,0.15447155,0.14347523,0.16925354,0.21125901,0.2792365,0.21392941,0.23245364,0.21972658,0.30127952,0.19494341,0.078185216,0.25329906,0.28477496,0.28451774,0.29853004,0.13183439,0.13657378,0.10882495,0.19644617,0.24671143,0.15485257,0.16132575,0.19593847,0.22976018,0.2839989,0.2633157,0.261578,0.20426933,0.22611992,0.20241536,0.10254967,0.21383777,0.2624519,0.30364183,0.12303581,0.12928331,0.25081456,0.13272595,0.3279077,0.1460763,0.20848869,0.32626423,0.45237055,0.21652603,0.44492033,0.29440412,0.19685824,0.13605043,0.09974623,0.14326026,0.07025681,0.115702584,0.31519505,0.22815266,0.39544398,0.13279068,0.4122509,0.25701216,0.1717978,0.069121994,0.054578003,0.19067459,0.10631599,0.13618195,0.096521504,0.07432459,0.13301887,0.036209382,0.06097703,0.17988224,0.22146294,0.2641067,0.21679835,0.37503,0.10588283,0.353948,0.3323125,0.23523046,0.25956547,0.12830666,0.12336093,0.083010904,0.20410031,0.2528749,0.19487207,0.14170046,0.2085308,0.1963004,0.18353969,0.112721354,0.06272061
0.3349514,0.256029,0.13120045,0.24976827,0.15135983,0.38220814,0.42228267,0.16892095,0.4542487,0.31045553,0.22670941,0.5540145,0.22891843,0.35624045,0.32753164,0.44759756,0.5294879,0.20201659,0.12477389,0.27504185,0.3351349,0.22915246,0.21801767,0.40489525,0.25190434,0.14317726,0.28672624,0.47031912,0.39543205,0.16506737,0.45676666,0.34132737,0.63949186,0.22638677,0.28726554,0.5847781,0.46368217,0.22266664,0.19843216,0.3197394,0.37346622,0.43825498,0.10266317,0.22788435,0.22734214,0.1033605,0.06327987,0.067139775,0.075568445,0.14357787,0.43224517,0.16971336,0.341855,0.49055395,0.14712818,0.14573425,0.21470016,0.13854954,0.05711018,0.14509697,0.25483406,0.10110698,0.16715005,0.08145652,0.19338201,0.09905208,0.06280731,0.097375624,0.106150776,0.3114402,0.18836166,0.15825686,0.32018268,0.13219672,0.16510165,0.057316482,0.11626601,0.20157868,0.3498213,0.31393307,0.25991732,0.13613291,0.07893478,0.17330284,0.2568256,0.14889315,0.20677805,0.08214306,0.17631377,0.11800351,0.19173999,0.10964162,0.14119776,0.112025514,0.43401435,0.47556025,0.11329918,0.075719625,0.0821004
