step,token_id,decoded
1,1328,In
2,1040,the
3,3703,early
4,4084,hours
5,1070,of
6,1040,the
7,2138,day
8,29493,","
9,1158,as
10,1040,the
11,2294,world
12,11426,begins
13,1066,to
14,14303,stir
15,29493,","
16,1032,a
17,13873,breat
18,1175,ht
19,2056,aking
20,5971,spect
21,8106,acle
22,10845,unf
23,5626,olds
24,29491,.
25,1183,The
26,7980,sky
27,29493,","
28,3095,once
29,24158,clo
30,7111,aked
31,1065,in
32,12459,darkness
33,29493,","
34,9151,starts
35,1066,to
36,2829,light
37,1037,en
38,29493,","
39,25361,revealing
40,1032,a
41,15267,canvas
42,1070,of
43,1063,h
44,1907,ues
45,1137,that
46,10541,dance
47,1072,and
48,21289,blend
49,1065,in
50,1032,a
51,27507,harmon
52,1693,ious
53,5065,sym
54,23094,phony
55,29491,.
56,1183,The
57,1122,for
58,21118,bidden
59,2618,term
60,29493,","
61,2838,though
62,1289,un
63,1654,sp
64,2964,oken
65,29493,","
66,1117,is
67,13195,hint
68,1054,ed
69,1206,at
70,1158,as
71,1040,the
72,1675,first
73,1176,r
74,1516,ays
75,1070,of
76,2829,light
77,11601,pier
78,1126,ce
79,1040,the
80,19027,horizon
81,29493,","
82,25436,casting
83,1032,a
84,6868,warm
85,29493,","
86,14631,golden
87,23766,glow
88,1137,that
89,18653,gradually
90,6817,spread
91,29481,s
92,29493,","
93,9511,ban
94,6364,ishing
95,1040,the
96,17975,shadows
97,29491,.
98,1183,The
99,17161,clouds
100,29493,","
101,1281,if
102,2937,present
103,29493,","
104,1228,are
105,19560,kissed
106,1254,by
107,1224,this
108,2829,light
109,29493,","
110,6284,transform
111,1056,ing
112,1546,into
113,4537,ep
114,1033,he
115,1562,mer
116,1050,al
117,29493,","
118,1740,fl
119,24660,uffy
120,18304,masses
121,1137,that
122,2477,seem
123,1066,to
124,5700,float
125,1065,in
126,1032,a
127,22597,delicate
128,10541,dance
129,29491,.
130,1183,The
131,3191,air
132,29493,","
133,9346,cris
134,29488,p
135,1072,and
136,5874,cool
137,29493,","
138,22045,carries
139,1040,the
140,9849,promise
141,1070,of
142,1032,a
143,1401,new
144,2138,day
145,29493,","
146,2072,inv
147,1094,ig
148,1039,or
149,1845,ating
150,1040,the
151,23854,senses
152,1072,and
153,2260,sign
154,5494,aling
155,1040,the
156,1917,start
157,1070,of
158,1032,a
159,1401,new
160,10829,cycle
