step,token_id,decoded
1,20422,Magn
2,2236,ets
3,1228,are
4,23837,fascinating
5,7465,objects
6,1137,that
7,23388,exhibit
8,1032,a
9,4089,property
10,3419,known
11,1158,as
12,10154,magnet
13,2211,ism
14,29491,.
15,2074,They
16,1228,are
17,2037,made
18,1070,of
19,7837,materials
20,29493,","
21,2027,such
22,1158,as
23,8843,iron
24,29493,","
25,18431,nick
26,1069,el
27,29493,","
28,1072,and
29,3320,certain
30,1312,all
31,29477,o
32,1614,ys
33,29493,","
34,1458,which
35,3495,become
36,10154,magnet
37,2100,ized
38,1072,and
39,2999,create
40,1032,a
41,13253,magnetic
42,2602,field
43,1507,when
44,14206,exposed
45,1066,to
46,1032,a
47,3735,strong
48,13253,magnetic
49,2602,field
50,1210,or
51,1507,when
52,1358,they
53,1228,are
54,27621,heated
55,3515,above
56,1032,a
57,3320,certain
58,8409,temperature
59,29491,.
60,781,"
"
61,781,"
"
62,1782,The
63,6888,north
64,18372,pole
65,1070,of
66,1032,a
67,10154,magnet
68,1117,is
69,19708,attracted
70,1066,to
71,1040,the
72,7055,south
73,18372,pole
74,1070,of
75,2466,another
76,10154,magnet
77,29493,","
78,1072,and
79,1040,the
80,9857,opposite
81,1928,pol
82,1042,es
83,2326,rep
84,1069,el
85,2198,each
86,1567,other
87,29491,.
88,1619,This
89,1117,is
90,3708,due
91,1066,to
92,1040,the
93,7017,movement
94,1070,of
95,3974,elect
96,14223,rons
97,3141,within
98,1040,the
99,13253,magnetic
100,4156,material
101,29491,.
102,1183,The
103,3974,elect
104,14223,rons
105,8112,spin
106,2169,around
107,1040,the
108,18808,atom
109,29510,'
110,29481,s
111,11790,axis
112,1072,and
113,19315,orbit
114,1040,the
115,18104,nucle
116,1149,us
117,29493,","
118,7586,creating
119,1032,a
120,13253,magnetic
121,2602,field
122,29491,.
123,1183,The
124,20260,alignment
125,1070,of
126,1935,these
127,13253,magnetic
128,5848,fields
129,3141,within
130,1040,the
131,10154,magnet
132,13420,creates
133,1040,the
134,8312,overall
135,13253,magnetic
136,2602,field
137,1070,of
138,1040,the
139,10154,magnet
140,29491,.
141,781,"
"
142,781,"
"
143,8245,When
144,1757,two
145,9795,magn
146,2236,ets
147,1228,are
148,5016,brought
149,3616,close
150,3321,together
151,29493,","
152,1040,the
153,13253,magnetic
154,5848,fields
155,14881,interact
156,29493,","
157,13866,causing
158,1040,the
159,9795,magn
160,2236,ets
