0.07135923,0.3126806,0.27203977,0.2524647,0.35721838,0.35648778,0.22748333,0.22956519,0.35081512,0.23914824,0.33944172,0.23612724,0.34035316,0.29944927,0.2917013,0.22086143,0.3498987,0.22304231,0.27911404,0.20916101,0.33170572,0.34718567,0.23576589,0.35707718,0.22679067,0.36652058
0.27384332,0.31441247,0.22855762,0.15972438,0.39787182,0.3605934,0.16708763,0.24644999,0.40214723,0.1532314,0.35398635,0.17455444,0.35187742,0.30962205,0.24142726,0.14936563,0.36018032,0.18887976,0.20818073,0.1955693,0.37623766,0.37377584,0.19204718,0.4691872,0.16032487,0.669149
0.19634487,0.30296227,0.22195046,0.19891715,0.2307457,0.2743923,0.17185657,0.20561902,0.26713744,0.2186625,0.27351913,0.19166674,0.2649509,0.2596327,0.23160273,0.16987996,0.26758662,0.20195825,0.20726216,0.19329116,0.22538264,0.2993596,0.2051958,0.53655815,0.16831766,0.38475877
0.15854652,0.30587912,0.20308748,0.20737588,0.31846663,0.3048578,0.15614918,0.26138175,0.34656575,0.19040057,0.23984799,0.19437069,0.22476414,0.27859518,0.19834651,0.16427033,0.27449855,0.20810862,0.19217183,0.18800424,0.34232554,0.33748963,0.18621978,0.46399438,0.15261956,0.31004608
0.48269665,0.3422066,0.34342238,0.29700416,0.360152,0.38713115,0.32225817,0.3131868,0.3429354,0.28800774,0.35546717,0.3405638,0.35193422,0.3470874,0.32465902,0.2965505,0.32903394,0.26506826,0.31102887,0.26934013,0.26182905,0.34270978,0.3072651,0.2786262,0.26523107,0.3146743
0.23027882,0.1682842,0.27085033,0.20905665,0.27313218,0.28593943,0.25150365,0.17110057,0.23615146,0.25311345,0.10678896,0.267812,0.10544318,0.13612646,0.3202891,0.26959622,0.1020162,0.18292512,0.34158075,0.19000931,0.18207328,0.27981886,0.28963634,0.3465204,0.279036,0.15000509
0.8316803,0.28361508,0.283729,0.22768492,0.3179778,0.4317335,0.2977586,0.21940999,0.29766926,0.2676311,0.31275463,0.25221416,0.30992028,0.3403862,0.40869817,0.2810258,0.30294895,0.24812458,0.34638312,0.29037777,0.2713561,0.42189032,0.30438772,0.23210965,0.2899536,0.32345107
0.47139147,0.3543751,0.31062385,0.325994,0.3543777,0.37976176,0.2676815,0.2976564,0.32882538,0.35109827,0.31097448,0.29185942,0.30769792,0.2723574,0.32656184,0.2876969,0.33824465,0.37231436,0.35858852,0.2973758,0.32223526,0.3926889,0.33571082,0.29978123,0.2940049,0.3235135
0.33432463,0.44601,0.5085339,0.43618432,0.41866282,0.5653752,0.4384333,0.40344965,0.42201728,0.44292516,0.3073065,0.43861398,0.30633122,0.348159,0.5333015,0.47605783,0.3052838,0.40964654,0.55047286,0.42714995,0.3919079,0.5751891,0.49701825,0.44233274,0.47050756,0.35853553
0.46665373,0.5211027,0.5078425,0.46409854,0.38813397,0.6088126,0.46415696,0.43904948,0.42579922,0.48701248,0.4694065,0.44303125,0.47249192,0.46633276,0.57332146,0.5200258,0.47986612,0.42204282,0.5576223,0.45581686,0.39257887,0.6137053,0.52059764,0.44625506,0.50562847,0.55274546
0.032067012,0.23468755,0.20438549,0.35714987,0.21163514,0.4309621,0.3385857,0.2560892,0.22785923,0.41710815,0.30012205,0.38779926,0.2831765,0.26211792,0.40322328,0.36652112,0.2875611,0.35802633,0.43288326,0.44968313,0.25513744,0.47782797,0.4227423,0.17255883,0.34563503,0.29386863
0.16615051,0.31697038,0.2396527,0.21489468,0.27320924,0.4455146,0.21296261,0.23099451,0.29153553,0.21769829,0.32093066,0.235725,0.31649154,0.25452024,0.27800357,0.22791338,0.31873447,0.156509,0.24449663,0.17972793,0.22987115,0.44176474,0.24027608,0.35979745,0.22241852,0.51397556
0.03322101,0.26766047,0.2728926,0.23411377,0.07204282,0.3598695,0.26277348,0.13072662,0.07754344,0.26070592,0.06491026,0.25586355,0.06534889,0.06258667,0.29808617,0.22857238,0.068651326,0.15438326,0.31507537,0.17647794,0.07366563,0.35587192,0.29986835,0.1684023,0.23822685,0.07107754
