step,per_step_all,per_step_mid
0,0.11076551,0.11572709
1,0.08987429,0.08584636
2,0.06592718,0.059290573
3,0.06287604,0.061202694
4,0.06296842,0.06262697
5,0.06976729,0.06861094
6,0.057062786,0.051329363
7,0.0779391,0.07567366
8,0.06089208,0.05746007
9,0.057630662,0.048245702
10,0.06187463,0.0563696
11,0.060295515,0.0578136
12,0.062700324,0.05876048
13,0.064378135,0.05652132
14,0.05447859,0.049607992
15,0.056515355,0.05108148
16,0.06662629,0.06198952
17,0.08871981,0.09277697
18,0.059433453,0.05050313
19,0.076636486,0.07180135
20,0.07453635,0.076248795
21,0.06720002,0.06295078
22,0.059926175,0.05166238
23,0.06388943,0.058703367
24,0.07052175,0.06751997
25,0.11484201,0.12535955
