step,per_step_all,per_step_mid
0,0.13471861,0.14709045
1,0.12495528,0.13019165
2,0.09808567,0.08957852
3,0.0854783,0.08047773
4,0.10278708,0.10624698
5,0.09662071,0.09281585
6,0.10518803,0.10610144
7,0.08507103,0.07626515
8,0.096568756,0.09395621
9,0.12364253,0.13552645
10,0.102098525,0.101148695
11,0.09502147,0.09349524
12,0.10476149,0.10692196
13,0.095991775,0.09615722
14,0.10023138,0.097281955
15,0.10732531,0.11189947
16,0.11451433,0.09780616
17,0.11097429,0.120964296
18,0.11299984,0.12355592
19,0.105027,0.10760469
20,0.10381544,0.10879605
21,0.10087211,0.098330475
22,0.10518854,0.10588415
23,0.10303346,0.10888109
24,0.10766363,0.11056213
25,0.1117075,0.118033834
26,0.10555506,0.11169508
27,0.12245727,0.12216578
28,0.1002565,0.104689725
29,0.101801224,0.109699614
30,0.10305955,0.10459459
31,0.10543229,0.1153743
32,0.10243164,0.105789065
33,0.09386465,0.095723435
34,0.112190336,0.12261651
35,0.12788276,0.14117524
36,0.080120094,0.08048553
37,0.096141934,0.105106615
38,0.13654341,0.15056044
39,0.10239467,0.102517106
40,0.08322317,0.079423025
41,0.07755444,0.07306197
42,0.09467107,0.09145536
43,0.093392566,0.08458319
44,0.081903756,0.07430852
45,0.09023216,0.08699591
46,0.09663277,0.0947175
47,0.09736034,0.09481144
48,0.09125564,0.09198465
49,0.09769722,0.09415562
50,0.0911292,0.08638143
51,0.09248659,0.08525768
52,0.08639655,0.085351884
53,0.095061466,0.09357803
54,0.09448024,0.09541361
55,0.14031446,0.16152829
56,0.15920657,0.17839493
57,0.18988213,0.19807094
58,0.2034915,0.2176773
59,0.17394975,0.16890551
60,0.15695103,0.15953259
61,0.14049706,0.14327747
62,0.12350392,0.12702948
63,0.11821138,0.11594069
64,0.094219975,0.08649504
65,0.08563957,0.082756646
66,0.101319216,0.09904192
67,0.120668925,0.12402851
68,0.12519294,0.14010896
69,0.14049594,0.1441491
70,0.13095601,0.14058493
71,0.14293978,0.1558362
72,0.14801557,0.15118033
73,0.15175779,0.16053735
74,0.1298037,0.13497066
75,0.13535632,0.15068981
76,0.1359032,0.13256724
77,0.12886989,0.12512401
78,0.13987534,0.15255533
79,0.12471206,0.11090373
80,0.1093242,0.104363225
81,0.10428509,0.09296935
82,0.097846486,0.09181256
83,0.09471077,0.08680259
84,0.093426175,0.090818055
85,0.09833145,0.0972432
86,0.13555029,0.15002052
