k,cum_mean_std_all,cum_mean_std_mid
1,0.12458703,0.12880668
2,0.09165471,0.08795362
3,0.090355776,0.088739626
4,0.08481443,0.08332781
5,0.07996843,0.07804509
6,0.079526916,0.07856529
7,0.08058279,0.079644546
8,0.078183815,0.07727353
9,0.077583104,0.0763256
10,0.07525824,0.07294978
11,0.07495669,0.07286805
12,0.07504056,0.07277654
13,0.07529963,0.07260253
14,0.074066356,0.07081512
15,0.07402995,0.0709806
16,0.07683475,0.07474953
17,0.0761844,0.07407543
18,0.07550323,0.073312074
19,0.07459841,0.07218086
20,0.073759295,0.0713541
21,0.07307159,0.07053302
22,0.0727121,0.070060484
23,0.0724959,0.06962861
24,0.07172685,0.06879545
25,0.0710794,0.068180814
26,0.07039221,0.067318544
27,0.06972256,0.066514604
28,0.069805376,0.06680142
29,0.069797106,0.06686731
30,0.06953875,0.06666826
31,0.06950987,0.06678159
32,0.069444925,0.066950075
33,0.06938719,0.06704938
34,0.06977467,0.06783907
35,0.06946758,0.067582324
36,0.06939235,0.067721166
37,0.06921672,0.0675528
38,0.069030024,0.06745723
39,0.06915105,0.06765781
40,0.069292806,0.06786668
41,0.06908244,0.06755762
42,0.06895942,0.06738058
43,0.06886756,0.067419246
44,0.06978643,0.06858187
