0.22709264,0.2183697,0.2020304
0.071814656,0.14639534,0.109143764
0.047379255,0.08481437,0.07396373
0.07982377,0.07497452,0.08194647
0.04591387,0.07924935,0.104335375
0.097769246,0.040459465,0.034694817
0.086445674,0.045134805,0.04587486
0.13791265,0.10324345,0.04994369
0.094383456,0.057269037,0.04411546
0.19950767,0.10184142,0.063439064
0.15131165,0.053954963,0.06111092
0.14184065,0.07914156,0.03739714
0.28811407,0.17563076,0.06318774
0.11047086,0.07047185,0.047163304
0.1842834,0.15681835,0.062744625
0.27738193,0.19245239,0.056891557
0.19892594,0.099855885,0.12593512
0.16399482,0.049908314,0.036216725
0.21525222,0.105754316,0.113948904
0.11733748,0.06790846,0.048558038
0.18525779,0.16178074,0.122067794
0.090524554,0.06179473,0.063387945
0.13768913,0.07922733,0.05139732
0.10745278,0.04600688,0.049312722
0.08628585,0.083041415,0.066088796
0.0987261,0.091764316,0.08864118
0.09006519,0.055111196,0.076630235
0.13503045,0.066166386,0.12806034
0.12003983,0.052410904,0.117500395
0.10566173,0.05043048,0.05704491
0.13850306,0.09844543,0.087225296
0.1613491,0.11589521,0.090896726
