0.3016495,0.37078804,0.3620608
0.05102948,0.11082999,0.110968344
0.049477324,0.07947111,0.06399751
0.05905986,0.078801155,0.07689022
0.051720746,0.06913799,0.07205072
0.092431076,0.047339506,0.048281126
0.07932189,0.05631502,0.043104574
0.13040707,0.07374197,0.03866808
0.099231035,0.055290613,0.041540965
0.20634335,0.07780489,0.06835769
0.14260907,0.051708616,0.04239753
0.15699762,0.07365538,0.0425622
0.29392898,0.1805522,0.06648638
0.12584352,0.08524001,0.046117533
0.1599188,0.17299247,0.06895895
0.31706142,0.1973689,0.0595506
0.28469428,0.1284649,0.0737519
0.14371982,0.06735872,0.051630758
0.17802405,0.10714706,0.10352522
0.14145465,0.08270542,0.06403134
0.19938058,0.15216634,0.09944661
0.10273032,0.08647947,0.07134116
0.14937308,0.08337776,0.047552243
0.09597208,0.06071318,0.04966362
0.1198321,0.10966501,0.07176342
0.12043942,0.10140627,0.09577623
0.12510796,0.075885594,0.095833406
0.13064347,0.061674055,0.11970092
0.18487185,0.09681815,0.1642286
0.12311874,0.06529734,0.07575299
0.18700507,0.14552343,0.15223052
0.23070475,0.17374513,0.15771353
