0.18201372,0.035660036,0.10023165
0.49642575,0.35000044,0.30184752
0.26572248,0.2338198,0.13195114
0.054181516,0.3437445,0.16442652
0.053765386,0.053943384,0.03682185
0.11885899,0.14812379,0.13159475
0.030181844,0.14822316,0.028440746
0.07798742,0.04253753,0.031565398
0.3390887,0.15656534,0.09896641
0.13700423,0.06692102,0.029201146
0.0742673,0.018214772,0.016364906
0.23180787,0.054728538,0.10980793
0.034722935,0.031762503,0.034018025
0.16596025,0.12866151,0.02611963
0.32839322,0.12863053,0.08331656
0.08458918,0.05767481,0.038816247
0.16615693,0.17466885,0.05835531
0.07331619,0.15301847,0.08644898
0.872501,0.9190078,0.68703175
0.31805927,0.12281057,0.09367511
0.56052727,0.18945345,0.12028191
0.15378903,0.18826504,0.09744973
0.07411332,0.0736801,0.02349168
0.2911554,0.15712535,0.019330898
0.03277964,0.07865303,0.09089869
0.089899786,0.058715895,0.039603535
0.09050273,0.07837595,0.14890495
0.4524449,0.28443474,0.19418739
0.037701752,0.072627835,0.028715229
0.15053867,0.18961029,0.06934238
0.2900968,0.09760544,0.039876264
0.05162484,0.032057893,0.021207187
