0.038958646,0.060303066,0.05770593
0.028123487,0.037036154,0.03080147
0.037507854,0.05704953,0.04053735
0.03837985,0.05627951,0.04584863
0.06497498,0.06832066,0.067660436
0.060893856,0.084954955,0.08055798
0.038108222,0.084229685,0.068019316
0.07634176,0.15919155,0.12479378
0.09484321,0.12547219,0.113393694
0.11307019,0.27177268,0.22152142
0.14598006,0.1863935,0.1959793
0.117779605,0.13422468,0.15624091
0.09994937,0.16845213,0.2332514
0.26813838,0.23995817,0.3152953
0.17855689,0.17601714,0.16815662
0.20325038,0.2670684,0.22618946
0.27486217,0.23566,0.32848892
0.15475127,0.14748237,0.15317702
0.31113565,0.16360387,0.19675988
0.3163547,0.2285489,0.214841
0.1563555,0.109626934,0.11845334
0.15472957,0.07775836,0.07540842
0.07154389,0.027975429,0.04236824
0.07360164,0.029667875,0.029881448
0.08729638,0.057345368,0.07126261
0.061734293,0.027771104,0.04234488
0.08569867,0.025670774,0.076735824
0.053661827,0.023102885,0.044672824
0.12257196,0.057773847,0.078741714
0.11559591,0.04546517,0.05673689
0.09283434,0.041891135,0.09961055
0.16326052,0.0607297,0.093589276
