0.26269087,0.31048498,0.30435485
0.022905994,0.07379383,0.08016688
0.0119694695,0.02242158,0.023460157
0.020680007,0.022521645,0.031041592
-0.013254233,0.0008173287,0.0043902844
0.03153722,-0.03761545,-0.032276854
0.04121367,-0.027914666,-0.024914742
0.054065302,-0.08544958,-0.0861257
0.0043878257,-0.07018158,-0.07185273
0.09327316,-0.19396779,-0.15316373
-0.0033709854,-0.13468489,-0.15358177
0.039218016,-0.0605693,-0.11367871
0.19397962,0.012100071,-0.166765
-0.14229485,-0.15471816,-0.26917776
-0.01863809,-0.0030246675,-0.09919767
0.113811046,-0.06969948,-0.16663887
0.009832114,-0.107195094,-0.25473702
-0.011031449,-0.08012365,-0.101546265
-0.1331116,-0.05645681,-0.09323466
-0.17490004,-0.14584348,-0.15080965
0.043025076,0.042539403,-0.01900673
-0.051999256,0.008721113,-0.0040672645
0.0778292,0.055402335,0.005184002
0.022370443,0.031045305,0.01978217
0.032535717,0.05231964,0.0005008057
0.058705125,0.07363516,0.05343135
0.039409287,0.05021482,0.019097582
0.07698165,0.03857117,0.0750281
0.062299892,0.039044302,0.08548689
0.0075228363,0.019832171,0.019016098
0.094170734,0.10363229,0.052619964
0.067444235,0.11301543,0.06412426
