step,per_step_all,per_step_mid
0,0.13153194,0.14231108
1,0.1310715,0.1347881
2,0.08777002,0.0808783
3,0.10540664,0.1116984
4,0.119693965,0.124006145
5,0.09765201,0.08265734
6,0.10915232,0.1189435
7,0.10286039,0.11265223
8,0.11514126,0.11521719
9,0.10424353,0.11004095
10,0.0995853,0.103926785
11,0.14702982,0.17237484
12,0.15550014,0.18292882
13,0.09168008,0.092012934
14,0.08993988,0.092188485
15,0.086659454,0.078693874
16,0.07917887,0.07250741
17,0.07464148,0.07091993
18,0.086475834,0.08258125
19,0.089826316,0.091523856
20,0.10626219,0.108724326
21,0.09411281,0.09328949
22,0.090644315,0.08976187
23,0.09228259,0.09026083
24,0.09739699,0.09785604
25,0.09521845,0.09555612
26,0.093712695,0.09014463
27,0.074204415,0.06723645
28,0.08845959,0.08987827
29,0.084332585,0.07809776
30,0.09245753,0.095099
31,0.11703157,0.13091193
32,0.10338787,0.10728227
33,0.11711488,0.12931673
34,0.114132136,0.11440253
35,0.11737973,0.12231986
36,0.13006833,0.14884613
37,0.12795182,0.13995375
38,0.119259775,0.13217054
39,0.12567359,0.14009802
40,0.102584675,0.10898638
41,0.13081853,0.1509846
42,0.13821937,0.15278344
43,0.11493436,0.1282193
44,0.102105625,0.104624346
45,0.105982065,0.10424897
46,0.13239047,0.1308919
47,0.09104583,0.09233323
48,0.09047207,0.08866811
49,0.07135499,0.06182202
50,0.08534306,0.08205353
51,0.08696728,0.08668109
52,0.075391226,0.06511973
53,0.07758731,0.07318368
54,0.08901356,0.08801722
55,0.07965086,0.080836624
56,0.07254568,0.06610774
57,0.07428112,0.07179265
58,0.078219205,0.0771891
59,0.070532374,0.06378933
60,0.072045185,0.06935243
61,0.07981145,0.07106848
62,0.07012962,0.062002752
63,0.071324185,0.067987084
64,0.0781672,0.077939294
65,0.0760791,0.06650312
66,0.07676536,0.07575035
67,0.10910711,0.11957242
68,0.10013078,0.10155498
69,0.18805982,0.1950971
70,0.09430447,0.09893665
71,0.07307721,0.06840285
72,0.09004813,0.093736045
73,0.093088746,0.096781656
74,0.09205494,0.08923122
75,0.087516084,0.08524659
76,0.088782996,0.08898593
77,0.08765504,0.09129999
78,0.07530126,0.071438424
79,0.07768999,0.071294665
80,0.16707397,0.16068369
81,0.075778015,0.072727695
82,0.07626524,0.07827255
83,0.1028864,0.11410033
84,0.084116325,0.08754345
85,0.10607833,0.11725914
86,0.119871564,0.13283627
87,0.08726272,0.086108655
88,0.08208213,0.084958665
89,0.08745484,0.0858432
90,0.08925643,0.0915774
91,0.084212214,0.08325555
92,0.08183978,0.08095162
93,0.08853599,0.08929703
94,0.07649553,0.07290507
95,0.1265985,0.14383024
