step,entropy
0,
1,2.432949
2,0.39684057
3,0.010345811
4,0.97857654
5,1.6385208
6,0.3171418
7,0.5517109
8,1.1756003
9,2.1367373
10,0.42227626
11,0.23172164
12,1.40089
13,0.42110783
14,0.14446399
15,0.0011672161
16,1.6880409
17,0.9823317
18,0.34766382
19,0.0020917687
20,1.6844662
21,0.70192623
22,0.5852625
23,2.9080915
24,3.0579138
25,0.9249118
26,0.7330732
27,6.241924e-06
28,9.880795e-05
29,0.00010964604
30,1.759309
31,1.7825396
32,1.901411
33,1.0296439
34,0.020305576
35,0.7406162
36,0.8786856
37,0.050569534
38,0.27132392
39,0.33823577
40,0.0009173453
41,0.17934728
42,1.7727354
43,2.2056775
44,0.49189633
45,0.48647672
46,0.22704941
47,0.058245346
48,1.7383893
49,0.00013574152
50,1.7382092
51,1.1326038
52,1.5753486
53,0.00020906425
54,0.0032408775
55,1.8803947e-05
56,0.8754244
57,1.4636607
58,0.0098682195
59,0.030558262
60,2.2315495
61,0.70554113
62,0.5428746
63,0.7294228
64,0.0002521508
65,0.97833854
66,0.79268587
67,2.2444434
68,0.61644995
69,3.017391e-05
70,0.8620622
71,0.05025147
72,0.42249525
73,0.047662735
74,1.34285
75,1.902673
76,0.3382086
77,1.8157928
78,1.249219
79,0.03707408
80,1.7520782e-05
81,0.00020706003
82,1.4348406
83,1.7438312
84,2.1156535
85,1.6347468
86,2.873442
87,1.724689
88,0.010121998
89,0.9954997
90,0.0013125842
91,0.7991268
92,0.38579303
