step,token_id,decoded
1,1014,The
2,9369,tall
3,374,est
4,10660,mountain
5,297,in
6,272,the
7,1526,world
8,349,is
9,7612,Mount
10,12763,Ever
11,374,est
12,28725,","
13,690,which
14,10969,stands
15,438,at
16,396,an
17,14714,impressive
18,5110,height
19,302,of
20,28705,
21,28750,2
22,28774,9
23,28725,","
24,28734,0
25,28750,2
26,28774,9
27,4051,feet
28,442,or
29,28705,
30,28783,8
31,28725,","
32,28783,8
33,28781,4
34,28783,8
35,18776,meters
36,2747,above
37,6163,sea
38,2184,level
39,28723,.
40,2,</s>
