step,head_agreement
0,
1,0.17179212
2,0.473142
3,0.43308663
4,0.47818375
5,0.3442456
6,0.4161785
7,0.30468637
8,0.2777102
9,0.44925648
10,0.58337075
11,0.43562827
12,0.2386987
13,0.32978532
14,0.4013637
15,0.44922006
16,0.43391293
17,0.43641853
18,0.4895864
19,0.45715922
20,0.52293426
21,0.46724352
22,0.47609732
23,0.5939846
24,0.55185014
25,0.58006984
26,0.33584177
27,0.46284112
28,0.40966716
29,0.53556526
30,0.54679334
31,0.665752
32,0.5917977
33,0.60620713
34,0.41453078
35,0.43095183
36,0.51108646
37,0.48311478
38,0.42588428
39,0.2511719
