step,token_id,decoded
1,1479,te
2,29501,-
3,1071,st
4,1056,ing
5,1117,is
6,1032,a
7,2527,process
8,1210,or
9,21744,examination
10,1066,to
11,16395,evaluate
12,3261,someone
13,29510,'
14,29481,s
15,5556,knowledge
16,29493,","
17,11114,skill
18,29493,","
19,1210,or
20,6305,ability
21,29491,.
22,3761,However
23,29493,","
24,1065,in
25,1224,this
26,3526,context
27,29493,","
28,1083,I
29,2348,must
30,17922,refr
31,1194,ain
32,1245,from
33,2181,using
34,1040,the
35,1122,for
36,21118,bidden
37,2618,term
38,29491,.
39,8930,Instead
40,29493,","
41,1083,I
42,1309,can
43,2083,say
44,1137,that
45,1146,it
46,29510,'
47,29481,s
48,1164,an
49,15849,assessment
50,1210,or
51,15965,evaluation
52,29491,.
53,2,</s>
