step,head_agreement
0,
1,0.18336985
2,0.2192937
3,0.27644292
4,0.18469323
5,0.27806976
6,0.2262978
7,0.2847113
8,0.3329655
9,0.28194693
10,0.2815862
11,0.18128935
12,0.2171597
13,0.22997093
14,0.22606489
15,0.24226195
16,0.2042313
17,0.2010579
18,0.15713507
19,0.20515396
20,0.19929284
21,0.26800597
22,0.28537852
23,0.26053146
24,0.29724842
25,0.1955644
26,0.16832347
27,0.21859522
28,0.2680792
29,0.22626095
30,0.31852958
31,0.22678712
32,0.21937567
33,0.15571249
34,0.19939986
35,0.26127937
36,0.19573
37,0.22204481
38,0.17402191
39,0.20997798
40,0.23099029
41,0.27166468
42,0.26114202
43,0.20434391
44,0.20049852
45,0.28368163
46,0.22619373
47,0.23064993
48,0.24949044
49,0.24777235
50,0.26786837
51,0.24878657
52,0.19253863
