0.06396685,0.2677243,0.21646635,0.26451826,0.27797207,0.28578347,0.25836682,0.40201473,0.22580604,0.19447598,0.33921632,0.2091191,0.3265221,0.2775598,0.29259828,0.26660487,0.3494019,0.2800994,0.20719092,0.29634476,0.23484379,0.35485452,0.2240703,0.25988021,0.3378952,0.28440148,0.23664944,0.25037807,0.1762382,0.24826874,0.22437201,0.26706412,0.35219553,0.22586289,0.22422528,0.33136034,0.22116104,0.30143833,0.21013933,0.31059927,0.23320702,0.2617913,0.23247178,0.25189307,0.29835844,0.24873124,0.20082042,0.20656309,0.27103814,0.19042091,0.19071619,0.3288515
0.2621262,0.37174594,0.1402578,0.2408842,0.32345855,0.3245443,0.3249899,0.384253,0.16334262,0.22933835,0.38635126,0.1715338,0.37570262,0.24731906,0.27469307,0.20118055,0.36359495,0.22347818,0.15046135,0.31894583,0.19990806,0.39898536,0.19611204,0.20450649,0.35693994,0.3165328,0.19212766,0.17959914,0.2159902,0.20128934,0.31253412,0.27146786,0.64447004,0.18322028,0.17666885,0.38712114,0.16672476,0.35058123,0.19234963,0.33294573,0.1776713,0.22367921,0.21854617,0.34291992,0.32649025,0.28774202,0.1749813,0.14426439,0.3307762,0.13284914,0.16487862,0.61633176
0.18676823,0.0136945415,0.15217696,0.23063587,0.26644295,0.24332622,0.14456789,0.27954027,0.19583505,0.19155318,0.2546277,0.19714004,0.26917276,0.23516957,0.26484635,0.18912713,0.26881865,0.22947127,0.17180674,0.25736156,0.19741121,0.25925112,0.18615647,0.20512237,0.26757377,0.25484607,0.19684696,0.1936331,0.14715412,0.24794252,0.22922206,0.24925394,0.37753218,0.22947788,0.20606868,0.24499492,0.17033349,0.21463361,0.1695052,0.25740674,0.2010791,0.1920617,0.21421447,0.22372554,0.25447056,0.22972065,0.1744737,0.18221046,0.21616526,0.14280894,0.15612371,0.36881563
0.13875748,0.042305786,0.15990005,0.1953045,0.3659869,0.39907223,0.19643001,0.33164632,0.17669238,0.23682372,0.30459794,0.19254291,0.5126888,0.22716346,0.21953255,0.19615854,0.26899296,0.24746628,0.15691434,0.2964754,0.16556275,0.336531,0.19721742,0.19593213,0.26961705,0.29514298,0.17675279,0.18114597,0.2530216,0.22834228,0.44366544,0.17998688,0.27705035,0.20300387,0.18615948,0.33416018,0.16269541,0.43610886,0.17010331,0.26980233,0.22347231,0.26205274,0.21468692,0.42694157,0.2656675,0.29189757,0.17850493,0.16230042,0.33072445,0.15306155,0.15537134,0.29668993
0.47976685,0.30034715,0.3172839,0.2888272,0.36373982,0.32842746,0.38113844,0.3323251,0.3258459,0.31484872,0.3405662,0.31534985,0.3342635,0.2866129,0.28008774,0.29044583,0.31928822,0.32485428,0.22958909,0.3160949,0.28457895,0.27451017,0.2816067,0.30316076,0.30260816,0.29834682,0.24263822,0.30649135,0.20454176,0.32226893,0.2846101,0.25802806,0.31633326,0.282517,0.30738556,0.29495946,0.24093819,0.26624984,0.25945887,0.30183616,0.29919106,0.2572986,0.20911099,0.2593612,0.276661,0.2718474,0.24055053,0.27875257,0.26185116,0.24119975,0.2626725,0.3081967
0.22778204,0.2888897,0.27455327,0.2547666,0.31517714,0.36283356,0.3036732,0.34495437,0.24190496,0.16851541,0.23156235,0.31955847,0.39032948,0.33799332,0.2958377,0.2962993,0.10012607,0.33776146,0.22106853,0.12917662,0.30346903,0.16830336,0.32262704,0.35541293,0.100704685,0.13100295,0.21448982,0.32899427,0.18023013,0.35327682,0.30724064,0.28116673,0.14862795,0.20379622,0.3339013,0.21909998,0.24083608,0.18539569,0.25952974,0.094730936,0.26342925,0.2736948,0.25261855,0.3049446,0.092909746,0.12190953,0.18337554,0.293291,0.18687521,0.25452885,0.33644655,0.1374908
0.47649962,0.36772525,0.30450475,0.22093739,0.38985866,0.34786266,0.24459119,0.2425633,0.24071737,0.21336679,0.28907844,0.40692127,0.31345478,0.347221,0.31655943,0.3558514,0.3005942,0.37703007,0.24120694,0.32849976,0.3412115,0.19693193,0.35772234,0.38214004,0.29693168,0.323422,0.2556253,0.3537615,0.23966053,0.45009843,0.3039379,0.24486306,0.30689752,0.22533295,0.39103132,0.26100352,0.19800693,0.28780344,0.3027236,0.27180627,0.25080636,0.31979308,0.28985792,0.22958656,0.2706613,0.29190364,0.23185764,0.33581683,0.26670355,0.267851,0.4529231,0.2822644
0.45182183,0.263083,0.28728002,0.24823548,0.299384,0.2888999,0.55680925,0.27782357,0.28798833,0.27343437,0.30606356,0.30234987,0.30224493,0.29674333,0.34143773,0.31718153,0.34005353,0.3241468,0.3010862,0.29012403,0.2939254,0.3018613,0.31545198,0.33559546,0.34398136,0.30461264,0.34562722,0.34091917,0.23828463,0.3781449,0.2082971,0.23167092,0.28286138,0.2581761,0.31021968,0.30273476,0.31027636,0.29751545,0.2637325,0.31037703,0.3115126,0.2943971,0.25553936,0.32707244,0.3546601,0.30122626,0.3498298,0.27405745,0.27169502,0.27352193,0.2653628,0.29454762
0.33070225,0.43078536,0.43344045,0.42946753,0.40599984,0.44189355,0.44873768,0.4721554,0.4379406,0.3991083,0.414912,0.51463884,0.4907407,0.43369114,0.35415408,0.4507557,0.30452394,0.52877814,0.3984307,0.34551483,0.48880154,0.3928022,0.46552044,0.510613,0.3011128,0.34028026,0.46274027,0.4772702,0.37759155,0.5462344,0.40395677,0.3716382,0.3569761,0.46157485,0.521141,0.4071106,0.44980636,0.37510365,0.44436422,0.30432805,0.50330037,0.5172009,0.31470922,0.441838,0.30031928,0.338548,0.42275822,0.46320173,0.38201353,0.4381877,0.46916768,0.36048084
0.4662938,0.5058737,0.48752886,0.46524566,0.51888865,0.5016221,0.5499867,0.4385737,0.46879593,0.43496665,0.42423937,0.5714278,0.5289955,0.5238653,0.47348064,0.4832327,0.4725432,0.57891965,0.435843,0.46754628,0.5217472,0.3954758,0.526089,0.5616539,0.47975674,0.4708795,0.4688891,0.5288363,0.40917158,0.6017711,0.5028086,0.43589914,0.54716986,0.51620805,0.5769372,0.43466812,0.46363187,0.42633206,0.4662886,0.4756191,0.5049055,0.5641606,0.46083826,0.48496693,0.47574857,0.46379253,0.45972234,0.5184371,0.39771974,0.48984474,0.5325054,0.5262426
0.03244968,0.19970782,0.21540238,0.19016574,0.19216043,0.17315748,0.21086918,0.19846301,0.35497212,0.24064936,0.20711477,0.37407386,0.21166746,0.16644731,0.18973678,0.4089384,0.3033723,0.47048867,0.37924936,0.2501851,0.36091977,0.2196205,0.3492822,0.397321,0.29463312,0.24984278,0.37656465,0.34523526,0.23286147,0.38687074,0.15393163,0.21831264,0.26160082,0.21387722,0.28771678,0.18768847,0.25189564,0.22492202,0.3639487,0.26292753,0.2981471,0.30402,0.15832609,0.20349686,0.25461847,0.2233201,0.3199838,0.287917,0.21627459,0.30547434,0.35740831,0.2645752
0.1707758,0.3474834,0.247366,0.29528296,0.3940309,0.39746237,0.5298297,0.38404328,0.21051037,0.22588462,0.28239912,0.24486169,0.4022813,0.4183673,0.35052896,0.24126618,0.31915238,0.30750504,0.1865463,0.24765892,0.2619855,0.23128413,0.26826346,0.28476962,0.3105408,0.24987079,0.18816674,0.2687768,0.15598457,0.27941728,0.3420501,0.29701212,0.4667474,0.22292008,0.23778287,0.27399996,0.20363815,0.23620054,0.21227518,0.30441284,0.22490525,0.2537972,0.33202592,0.33927,0.3015235,0.24494636,0.19307834,0.23292342,0.23692742,0.24115694,0.24332044,0.5032274
0.031578366,0.20965707,0.2326847,0.20709762,0.18811756,0.18213363,0.12839901,0.18432474,0.23636287,0.12700944,0.07051713,0.25041723,0.19364084,0.17687419,0.15539931,0.26613516,0.06936029,0.36782315,0.1830617,0.067017116,0.28624645,0.08500299,0.24846749,0.3312374,0.069382034,0.06372142,0.2163965,0.26981083,0.13310458,0.33290395,0.14980775,0.17388962,0.067314215,0.23449005,0.27512452,0.08144801,0.18873292,0.08427356,0.21781076,0.08237093,0.26472217,0.28592202,0.15612681,0.21933618,0.08804756,0.08121422,0.2062812,0.24445969,0.09207351,0.22961365,0.24886791,0.08135794
0.09663913,0.21717551,0.18115488,0.18458058,0.18528727,0.16357335,0.10795382,0.20508865,0.17506228,0.12548478,0.09576607,0.2266838,0.20442922,0.16994366,0.15885897,0.21954088,0.13784945,0.32638094,0.17688984,0.121787265,0.23945495,0.13081473,0.23128818,0.2847306,0.13573942,0.12699828,0.2375053,0.226813,0.1501155,0.32237253,0.14277656,0.15978883,0.11340523,0.21549125,0.24742466,0.0937478,0.17589024,0.10039115,0.1911217,0.1154429,0.23614508,0.23475784,0.14544058,0.23129608,0.16312495,0.15189013,0.21442938,0.19292577,0.15097903,0.18660508,0.22054598,0.12166471
0.5194126,0.16161717,0.10313128,0.08521105,0.23716147,0.20206946,0.5619078,0.20348921,0.09919305,0.16942216,0.27635315,0.13340072,0.20404163,0.21468489,0.1559185,0.09556814,0.5838796,0.1724845,0.085894115,0.3871793,0.13653556,0.27806452,0.136117,0.14765917,0.585742,0.3838151,0.10909495,0.15483208,0.10915373,0.12759441,0.2024055,0.13554852,0.56186956,0.15532523,0.122046515,0.25997618,0.09614355,0.24591027,0.13045447,0.58342624,0.11888454,0.11975626,0.13665845,0.18894207,0.59291846,0.38160992,0.14626984,0.12698044,0.24555777,0.101163745,0.1407659,0.5871535
0.13316002,0.23598908,0.17300302,0.2646122,0.32688928,0.35863,0.36236063,0.23639631,0.1678156,0.10466238,0.15938237,0.24163266,0.3687432,0.3390364,0.2892593,0.16011448,0.11719741,0.23639177,0.1141341,0.12791342,0.24345082,0.121360116,0.20059803,0.25432566,0.11701859,0.1273163,0.109898776,0.22307107,0.075755715,0.28387317,0.28754133,0.21107896,0.19456345,0.15855187,0.21836363,0.15662028,0.13665338,0.13811071,0.13408981,0.1108685,0.17816791,0.20429143,0.22897607,0.29232922,0.113344565,0.123057604,0.09861941,0.19620559,0.14231214,0.16777742,0.18689194,0.19265594
0.047515847,0.7631088,0.8215803,0.81643945,0.7622292,0.75467163,0.78599465,0.7743792,0.8463768,0.7725223,0.7559539,0.8432052,0.7908136,0.7781375,0.7981786,0.8675585,0.7874379,0.87165195,0.84468484,0.7812135,0.87533677,0.79440325,0.8769409,0.8762956,0.7909073,0.783891,0.8538988,0.88425606,0.84807533,0.86529124,0.82597715,0.8456264,0.79709506,0.8324067,0.87012434,0.7814984,0.8833825,0.8014566,0.8866921,0.8054393,0.89497626,0.8758955,0.83021855,0.8527931,0.79787046,0.7932227,0.85877883,0.8795442,0.8015564,0.87986165,0.8624676,0.8014993
0.48227948,0.75204927,0.7602133,0.75012964,0.75870967,0.771389,0.6834269,0.768356,0.7533446,0.7519474,0.7571662,0.7452632,0.7778191,0.7703642,0.7755939,0.7597446,0.7463773,0.7621827,0.758347,0.7495523,0.7592048,0.7641833,0.7613135,0.7619414,0.7476982,0.748414,0.75508547,0.76472354,0.7461175,0.7504566,0.7665581,0.7753755,0.72200555,0.7558316,0.7514053,0.7613393,0.7602687,0.7590904,0.75383633,0.75205284,0.75626075,0.7600481,0.77235395,0.77088714,0.7483113,0.74950063,0.7488236,0.7594918,0.75896937,0.76677126,0.75755835,0.7265778
0.24560484,0.6446259,0.68595165,0.69326633,0.66484135,0.6910926,0.36435416,0.69535226,0.704666,0.6104011,0.6280613,0.6960592,0.7241367,0.6735419,0.71733797,0.7312694,0.5569118,0.73309,0.71022636,0.5779025,0.73042625,0.6601151,0.72907853,0.7348628,0.56774276,0.58382905,0.72765034,0.7357983,0.69579804,0.7308467,0.6804704,0.7383561,0.49700585,0.68396163,0.7317679,0.63067514,0.72295374,0.63643676,0.7380983,0.56000894,0.7315791,0.7280787,0.72793293,0.7372857,0.56355244,0.58626044,0.7210088,0.73167264,0.6427694,0.73503274,0.7409848,0.49280724
0.6419254,0.7359591,0.72542197,0.72618043,0.740353,0.73656493,0.7474789,0.7368541,0.7312393,0.73910356,0.73656344,0.7391341,0.7446612,0.75691015,0.7492004,0.7357051,0.74684143,0.7424016,0.74356985,0.7506076,0.74438745,0.75706244,0.7437385,0.74373883,0.75589436,0.75422007,0.7391862,0.74405766,0.7444723,0.7443538,0.76025593,0.74018824,0.7503531,0.75217384,0.7404628,0.7560944,0.7453075,0.7496793,0.7287722,0.7536162,0.7431937,0.74870133,0.751379,0.74468696,0.7528495,0.7450607,0.73986375,0.7395707,0.74835706,0.74243736,0.7262418,0.7436925
