0.8582208,0.25196362,0.24060673,0.22352655,0.25294608,0.23258056,0.27490765,0.26777965,0.22839922,0.24663176,0.20618184,0.26501617,0.23959522,0.27744392,0.22743514,0.26068303,0.23749733,0.22246149,0.27537063,0.22722657,0.24495187,0.23573528,0.22398622,0.25052834,0.24766201,0.23117664,0.27001986,0.2541381,0.23016752,0.30982688,0.20795994,0.24298418,0.212767,0.24412537,0.24236025,0.23860785,0.26713896,0.26845622,0.22224487,0.22261925,0.22269621,0.24854349,0.27833158,0.25531423,0.18967539,0.23466702,0.2051763,0.2294222,0.23388375,0.2505966,0.23934773,0.26526093,0.19631116,0.21622984,0.21041603,0.24890046,0.22951213,0.2313396,0.22231914,0.23132825,0.24870962
0.19786106,0.05829185,0.05267186,0.046973348,0.04723458,0.043345295,0.057868615,0.047790065,0.039119072,0.04987346,0.06227818,0.041801423,0.0488877,0.056412794,0.053992428,0.046905227,0.04444112,0.04920011,0.056637656,0.044865027,0.04919735,0.04899883,0.04909725,0.039133392,0.037913892,0.046668533,0.053191196,0.07566939,0.06614692,0.104933105,0.062541,0.051049765,0.049344923,0.039078005,0.037545394,0.03516015,0.036539644,0.040582683,0.0356996,0.05765821,0.046909213,0.03654019,0.03589465,0.052109957,0.048830718,0.033733435,0.026326079,0.03578559,0.026009541,0.036805395,0.04041394,0.03253489,0.035445448,0.04028059,0.039443787,0.033052623,0.032907754,0.038192134,0.03678239,0.040832125,0.040734727
0.16266856,0.17170116,0.16496606,0.16333024,0.16565841,0.14180814,0.1514006,0.15943237,0.15527295,0.17293808,0.17787364,0.16940196,0.15744081,0.15039429,0.15430647,0.15319985,0.15568508,0.16973639,0.15978521,0.13889915,0.1507887,0.15865815,0.14572208,0.15013246,0.12584828,0.14075743,0.16245216,0.17562309,0.18491596,0.19520982,0.15865134,0.17444403,0.17501514,0.16585913,0.14545035,0.15305558,0.14816073,0.13698485,0.15244725,0.16908228,0.16234708,0.15920322,0.16352046,0.16434653,0.15782316,0.1571493,0.1491865,0.16730931,0.1373615,0.16977717,0.15896355,0.15144934,0.14637338,0.15498249,0.140717,0.16494296,0.13273156,0.14797145,0.15014912,0.15337162,0.16221175
0.13574797,0.1488692,0.15882152,0.14719997,0.14361231,0.15050046,0.15847507,0.15789439,0.1535262,0.16019584,0.15468074,0.15655145,0.13851151,0.15214235,0.15092273,0.15221319,0.15513976,0.14291546,0.14771542,0.13934998,0.16614133,0.15143973,0.14360526,0.14243674,0.12884632,0.13783783,0.13564079,0.15630749,0.15117306,0.18110272,0.13986905,0.14126973,0.16164269,0.15387163,0.14304814,0.15204485,0.15365463,0.15953258,0.13796225,0.15357786,0.14698315,0.167451,0.15697324,0.16335416,0.15044853,0.15711318,0.14839292,0.14502516,0.13651754,0.14628346,0.14723006,0.14433108,0.13879605,0.14449927,0.1554876,0.14957483,0.14488995,0.14188175,0.14447582,0.15108225,0.14102545
0.18220076,0.209022,0.15536954,0.1556788,0.13827662,0.16364957,0.14925379,0.15227237,0.14494407,0.12782122,0.13633847,0.13675813,0.15434106,0.14259002,0.11909525,0.1390814,0.15780614,0.14148147,0.14328049,0.11873133,0.14863718,0.14268512,0.1420423,0.1636343,0.1222964,0.13174129,0.15889609,0.148381,0.19137022,0.19106272,0.122661814,0.16229202,0.15863697,0.15838426,0.14680234,0.15404627,0.13850251,0.15866163,0.16371378,0.1893465,0.1574883,0.15069132,0.16702911,0.16523665,0.1467569,0.14677696,0.14904895,0.14571612,0.121592544,0.14091401,0.15382648,0.16874266,0.15506771,0.16317117,0.13612247,0.15990217,0.12833726,0.1446496,0.1544616,0.13593857,0.17038506
0.18670435,0.1822503,0.17220524,0.15355925,0.1392413,0.16831961,0.16168478,0.1521664,0.16566658,0.16966768,0.15338895,0.16463345,0.18924543,0.16747917,0.1537697,0.17818034,0.2075799,0.16699857,0.19560881,0.18390675,0.17081198,0.15000384,0.18687105,0.17859717,0.18411086,0.15588534,0.17890638,0.17504574,0.21461569,0.2371494,0.1429699,0.15309398,0.17146036,0.1711133,0.16656084,0.15565124,0.15170048,0.1663471,0.14949864,0.20653948,0.16551223,0.16576098,0.18088293,0.18514805,0.15695672,0.15247035,0.16381139,0.18475853,0.15082628,0.1662341,0.1665725,0.1524558,0.15345073,0.18554643,0.15656972,0.15895166,0.14930674,0.16601034,0.15424082,0.12540668,0.14725944
0.24321863,0.17055123,0.14395535,0.16027312,0.14381716,0.14779907,0.14677599,0.13774382,0.14711814,0.18026878,0.12985183,0.13359617,0.18250634,0.13477184,0.11824023,0.12470516,0.16498405,0.14815612,0.1650783,0.14203419,0.16696025,0.1265406,0.15166232,0.14733036,0.18557552,0.13020724,0.19562607,0.17528439,0.17589916,0.22486623,0.11958598,0.14472404,0.15422493,0.1648895,0.1506621,0.1480348,0.16462305,0.13703828,0.13806053,0.1996904,0.17125353,0.14938924,0.14555445,0.18679118,0.1435309,0.12976068,0.11491169,0.15108135,0.12794635,0.14377937,0.13514763,0.12440963,0.122584276,0.15885827,0.17338304,0.13185985,0.13866305,0.14347698,0.13824335,0.13496445,0.1652578
0.32877544,0.20566905,0.15110904,0.17280862,0.13315761,0.1716192,0.14332883,0.14543925,0.14958838,0.21643202,0.14573406,0.16368257,0.16609183,0.16352694,0.15962449,0.15273732,0.19965526,0.16615693,0.2011188,0.17235269,0.2089584,0.13686667,0.18131745,0.14533456,0.18183488,0.12968646,0.14130974,0.17953366,0.27812356,0.14589535,0.19733347,0.20576783,0.27471167,0.2653898,0.24178481,0.17522196,0.16673796,0.2216621,0.20906688,0.29500175,0.23126781,0.19752748,0.23362571,0.22547984,0.16422954,0.14696327,0.14579013,0.16311401,0.14208238,0.16613913,0.18130112,0.15655412,0.1716157,0.18582854,0.18812522,0.16397789,0.17005917,0.18172891,0.17302796,0.13372551,0.1787497
0.2942148,0.15567353,0.16676944,0.14329357,0.15350354,0.15261453,0.15754075,0.1504461,0.1690716,0.15870729,0.18126443,0.17280655,0.15211047,0.18958978,0.18206804,0.17201827,0.15786733,0.16504353,0.1820688,0.16285639,0.19743362,0.15891258,0.18964025,0.15823835,0.17182471,0.15425244,0.1518797,0.19118768,0.20325683,0.1399333,0.15898542,0.15734178,0.17545503,0.20715287,0.16379388,0.15673654,0.15304941,0.15951128,0.18098533,0.18985474,0.20450114,0.1660236,0.17057103,0.19423223,0.17273423,0.16962041,0.17515086,0.16235101,0.15955707,0.19525786,0.19552259,0.1734073,0.18058045,0.217511,0.2178155,0.179393,0.18636438,0.1795718,0.14359967,0.15175898,0.17072795
0.32147646,0.25183994,0.18095607,0.17072678,0.16989046,0.23599534,0.20265476,0.21781671,0.2140938,0.21001764,0.21980184,0.20095365,0.21941148,0.22335579,0.25029776,0.22901551,0.19878787,0.2212573,0.2409163,0.2025751,0.2383932,0.22421736,0.2646909,0.20186292,0.32067832,0.25247923,0.24361752,0.24566178,0.3917725,0.35716334,0.2678414,0.39160693,0.30709347,0.29660296,0.17313036,0.1901072,0.18252088,0.2688276,0.28197834,0.34858507,0.32186186,0.1951844,0.21252832,0.19564857,0.18036227,0.17859674,0.16237396,0.23139842,0.20826803,0.23668659,0.1748483,0.20941456,0.21729957,0.22095567,0.21914153,0.21551666,0.19483304,0.17855178,0.14816399,0.13390733,0.20536867
0.2952308,0.21093507,0.13449496,0.12888898,0.12652738,0.18440156,0.14712071,0.16604003,0.14047688,0.16174552,0.16238385,0.15948045,0.13825859,0.13870892,0.12767321,0.1331649,0.15386528,0.1531698,0.14635697,0.14247586,0.13408801,0.14040296,0.14439669,0.14570114,0.14362177,0.15942727,0.19834068,0.1719263,0.2944408,0.15542378,0.211446,0.23824598,0.21084403,0.2345421,0.16292839,0.15214105,0.15880606,0.22323895,0.20377254,0.25244507,0.2386817,0.14594497,0.12320746,0.14145088,0.14465217,0.14105321,0.14148758,0.1301683,0.13323237,0.15439095,0.14333607,0.16080052,0.16569947,0.15767337,0.1610596,0.16171458,0.16550477,0.15290076,0.12760463,0.13910568,0.16672283
0.28828236,0.19348158,0.1544122,0.12070883,0.1705675,0.18081969,0.1896989,0.17735972,0.22736111,0.27981687,0.3184141,0.26037294,0.17847933,0.2993157,0.28762776,0.26057234,0.21346939,0.21889682,0.2515844,0.25463903,0.21962413,0.26197165,0.25735947,0.26052788,0.30123723,0.26736972,0.16309318,0.24004954,0.261704,0.20722863,0.22486313,0.26558363,0.19762903,0.28034535,0.1838828,0.14243571,0.169018,0.23910458,0.19463684,0.2285917,0.24143873,0.14650671,0.15490198,0.12148959,0.20879617,0.21500623,0.24461028,0.27708575,0.19444521,0.21960488,0.26278245,0.27530596,0.30806947,0.2671493,0.2543946,0.21722525,0.18556197,0.16079473,0.1435297,0.14109845,0.119816646
0.42760134,0.36738792,0.21142335,0.17492087,0.18619372,0.30030704,0.28038973,0.29976797,0.33523417,0.345375,0.3691594,0.33709735,0.29936007,0.2969815,0.29450756,0.27382123,0.21928051,0.27071708,0.28076544,0.28483617,0.2978779,0.31801382,0.3127064,0.31678295,0.40011707,0.3062716,0.3493755,0.39288116,0.2712746,0.20131819,0.35257617,0.41907033,0.2249705,0.3937303,0.18996723,0.19932832,0.19829875,0.35545045,0.35761583,0.3051569,0.34303916,0.23467182,0.24918088,0.21657953,0.22414519,0.2103695,0.29507267,0.27021435,0.24645191,0.23531446,0.2821347,0.2875469,0.2853998,0.29615104,0.31796175,0.20180027,0.17246217,0.14977816,0.15677476,0.13241261,0.24543357
0.29510897,0.28308922,0.24496868,0.153538,0.26888543,0.2172222,0.2841331,0.27098447,0.3799918,0.5333874,0.542412,0.45870513,0.3628272,0.4105507,0.35865507,0.38738993,0.30455273,0.28743455,0.40260008,0.40317798,0.37277305,0.43876696,0.37022057,0.4033152,0.3761195,0.34234735,0.27898818,0.35062054,0.30350682,0.15276788,0.3312633,0.35638463,0.2541804,0.34965506,0.23393892,0.21073519,0.20961408,0.32893947,0.27287364,0.2535904,0.25003555,0.24435274,0.2322325,0.2011321,0.33910567,0.3363572,0.3809492,0.3698302,0.3140065,0.3185986,0.33803433,0.35924825,0.36145055,0.38228625,0.37441307,0.3001434,0.3181563,0.21396041,0.24137014,0.25713906,0.25427526
0.3540272,0.36407408,0.16726905,0.10663042,0.15340494,0.22232312,0.20411886,0.263521,0.26469254,0.33777046,0.42364052,0.32705528,0.24995367,0.34015056,0.2723245,0.25938395,0.23016393,0.25603727,0.29130048,0.29239222,0.3115986,0.30398196,0.34624463,0.34790173,0.4631252,0.33735585,0.31951746,0.34101376,0.30159914,0.16619302,0.34536222,0.34693214,0.17877918,0.38762644,0.18581201,0.17686519,0.16141708,0.40624848,0.25104937,0.24096376,0.19247916,0.24390078,0.2225656,0.15207168,0.27360594,0.24863124,0.29583603,0.28937316,0.31415877,0.24703139,0.32687145,0.30549487,0.32029313,0.31917268,0.33043814,0.26757455,0.22908485,0.15170164,0.15868925,0.16118428,0.28025293
0.46714073,0.360817,0.17193489,0.15988488,0.1613616,0.3154236,0.19433619,0.38309237,0.28286695,0.31476542,0.4085706,0.3252494,0.23989525,0.33270338,0.28165507,0.25492334,0.24485613,0.26605338,0.24377002,0.2728532,0.30233184,0.29389417,0.29485276,0.36628315,0.631578,0.323373,0.39215204,0.4547289,0.45199424,0.14925325,0.40547574,0.50828636,0.18945278,0.49162894,0.22102292,0.17361857,0.1676861,0.5172749,0.3704669,0.30540028,0.24989416,0.28649053,0.2721076,0.17535946,0.26818997,0.23972632,0.22671464,0.32386786,0.40231913,0.28518417,0.29918984,0.35963503,0.37154004,0.31958818,0.34571433,0.25212666,0.20848548,0.132286,0.14422765,0.14510642,0.320712
0.43310484,0.3328681,0.23275691,0.24863848,0.22017227,0.3568115,0.23414655,0.42045653,0.38249052,0.38870037,0.4553987,0.3720953,0.33348617,0.36808452,0.31280372,0.3071452,0.3290115,0.3513849,0.2711654,0.32079923,0.3473885,0.34158128,0.3802309,0.40768534,0.5006199,0.373844,0.45276606,0.3881774,0.49406052,0.105777815,0.4289349,0.45534745,0.18459067,0.4170116,0.26067233,0.20130566,0.2276036,0.32793245,0.33865914,0.2806988,0.32160902,0.38982877,0.35580766,0.33617786,0.38647157,0.29345495,0.29459754,0.40857098,0.47562233,0.32689878,0.43383253,0.40208977,0.40661895,0.4150059,0.46812737,0.36248416,0.2627109,0.18206859,0.18871605,0.27815613,0.42827645
0.20141432,0.14634311,0.1325951,0.13506837,0.17815399,0.1641889,0.15877223,0.18622226,0.19389121,0.21042648,0.24161768,0.22215098,0.20526804,0.21831314,0.22035685,0.21367231,0.19777425,0.22601207,0.20114648,0.2072961,0.20908995,0.22012071,0.22525063,0.22345512,0.30022082,0.22219831,0.24160585,0.2235815,0.2647651,0.15518196,0.20375212,0.22417212,0.15991911,0.30611816,0.2665174,0.20559856,0.23302425,0.20815563,0.16144964,0.14526547,0.16629544,0.1966379,0.20599668,0.1998626,0.23159312,0.20638372,0.21541555,0.25547615,0.25143197,0.16626936,0.23732898,0.21841818,0.24117154,0.25329947,0.29030553,0.22733353,0.16103646,0.123921454,0.14000075,0.21737324,0.22666813
