0.45827353,0.44148982,0.6189124,0.7488968,0.43955302,0.26696467,0.31300062,0.30218557,0.2459238,0.27170086,0.3209093,0.24820612,0.13958207,0.093286045,0.24339053,0.24610311,0.33537453,0.11415736,0.29102615,0.25694737,0.0882631,0.4354096,0.2827842,0.2780123,0.34897262,0.34843737,0.38299364,0.15834418,0.47734705,0.3118811,0.50204736,0.40182486,0.5681225,0.6528594,0.1542054,0.64660716,0.5259206,0.6650365,0.5780609,0.6686835,0.5853736,0.59769964,0.6226832,0.6064697,0.6366626,0.39676148,0.44246793,0.31584662,0.19119899,0.6945562,0.52729744,0.16222987,0.18905659,0.48743495,0.41315308,0.1978424,0.19369052,0.111658916,0.08144716,0.33135036,0.1593191,0.4081801,0.48333493,0.47266513,0.19445258,0.7216187
0.15829024,0.2568905,0.14194334,0.17697246,0.37145075,0.46253258,0.20536666,0.22733016,0.2548172,0.48779017,0.19541979,0.13771836,0.16404694,0.28516185,0.28458753,0.22749843,0.19636159,0.5876436,0.3846107,0.57645977,0.35814968,0.32191402,0.66065973,0.17354786,0.24775782,0.21960145,0.30309513,0.17234686,0.47219077,0.3086519,0.341807,0.3591728,0.53735447,0.55085224,0.061321974,0.48191613,0.40456754,0.32177126,0.46876597,0.44858572,0.6411141,0.79379356,0.74618536,0.6475062,0.7171271,0.31520528,0.3532733,0.38929138,0.18901673,0.34473962,0.37055656,0.33897668,0.0601217,0.34536177,0.23203616,0.18397774,0.29916155,0.37800893,0.237013,0.33211213,0.59401315,0.37932107,0.2903558,0.39097962,0.17471927,0.35728353
0.6126455,0.6401688,0.5070379,0.576821,0.3010229,0.16379851,0.10005413,0.16027343,0.114667185,0.2151382,0.11254705,0.11289234,0.07639191,0.19996405,0.1602904,0.1375751,0.3665194,0.26774505,0.23778018,0.38834712,0.22892785,0.3499637,0.63319147,0.25584975,0.3247201,0.27868924,0.16260648,0.07178134,0.33073595,0.23323968,0.35110357,0.2878987,0.35694727,0.40831694,0.11303982,0.37278306,0.19831565,0.21673854,0.37581542,0.37375185,0.2157034,0.3203745,0.43852383,0.44624114,0.3798523,0.3422379,0.37043887,0.49898756,0.34413433,0.6585351,0.5979754,0.26724687,0.1889755,0.45222682,0.21073528,0.28387147,0.22390871,0.13558146,0.08777605,0.23383988,0.34940892,0.21047091,0.3810828,0.29705268,0.25679824,0.61813444
0.69745135,0.6562968,0.258922,0.2081629,0.2563944,0.4091428,0.27671346,0.27753225,0.22268961,0.43054166,0.24081936,0.29655525,0.218483,0.26251632,0.2136381,0.27846873,0.36766586,0.35886845,0.2886277,0.43655577,0.31555825,0.26337314,0.43421394,0.2620408,0.23739116,0.28127912,0.27732542,0.16211969,0.30683422,0.2497184,0.36566642,0.38750982,0.43853906,0.57374805,0.34706858,0.3656985,0.26947498,0.25805902,0.20606112,0.36682138,0.43364534,0.6507,0.7077049,0.6874151,0.7067786,0.24716043,0.24826266,0.4004203,0.1301255,0.23714389,0.27297693,0.20820917,0.48967203,0.23647694,0.20843978,0.21630856,0.24918938,0.24956788,0.16888748,0.22163299,0.3114257,0.25750604,0.3856279,0.3051378,0.1564394,0.525837
0.03347121,0.02088544,0.06708474,0.09431528,0.027431868,0.10345417,0.08756132,0.06830108,0.054522123,0.14731205,0.19091327,0.15678047,0.19786991,0.28752825,0.14667389,0.19057228,0.078992024,0.111780785,0.09484508,0.111894116,0.14615043,0.17896882,0.114294685,0.18436594,0.15480264,0.18700892,0.19846407,0.15862045,0.16406284,0.16315718,0.18780895,0.22560388,0.165437,0.26286238,0.07359759,0.18682206,0.22090502,0.23850702,0.1283793,0.28583372,0.18063158,0.19008967,0.1653947,0.19959396,0.18346795,0.088940285,0.06411862,0.16234294,0.14502084,0.048540883,0.059444964,0.0667216,0.063717,0.05279018,0.0939343,0.04931517,0.044614006,0.048636317,0.06964811,0.08221886,0.0914187,0.08345716,0.13943306,0.13311191,0.07839937,0.06927962
0.06260904,0.052508477,0.223615,0.25346565,0.23047423,0.19947171,0.16249132,0.08862583,0.1527952,0.30440015,0.2336935,0.32205015,0.1651363,0.37888467,0.23482385,0.33445075,0.14503038,0.22357643,0.22951469,0.25974044,0.28308776,0.2534638,0.19136173,0.15685187,0.31255457,0.24965839,0.24912013,0.21734333,0.36853224,0.30808815,0.4393645,0.5475521,0.7344867,0.5274458,0.071005724,0.50649077,0.36372498,0.41801646,0.58229214,0.60919416,0.51333517,0.40146643,0.48504493,0.44501027,0.4506498,0.16038917,0.180187,0.19478595,0.19866557,0.08533042,0.089688376,0.13451399,0.0671588,0.08704929,0.14284718,0.07142991,0.10669154,0.11653412,0.1807071,0.27044606,0.14073929,0.17949054,0.271302,0.29381043,0.19029835,0.19520514
0.019748794,0.012642801,0.039593544,0.026125971,0.033958856,0.08320195,0.09566504,0.05866414,0.06562585,0.09995545,0.1636537,0.15222074,0.090717055,0.21349654,0.13721702,0.11434586,0.064135715,0.10644228,0.11148612,0.1423262,0.16950846,0.113020845,0.060712397,0.11646916,0.16316393,0.07995333,0.15149277,0.13522756,0.098466605,0.11228551,0.19486272,0.23239449,0.15407883,0.2257329,0.06611726,0.13893092,0.19078685,0.2135344,0.22197305,0.18461251,0.12225249,0.19221243,0.20241307,0.17179434,0.1340267,0.042121448,0.037676297,0.08810115,0.08359067,0.040289722,0.04218112,0.066451065,0.05019812,0.052648954,0.07411804,0.06431958,0.06122912,0.059230812,0.09065149,0.09314962,0.07765003,0.07624902,0.13720968,0.14309163,0.032364033,0.04089344
0.098717555,0.14073145,0.40896922,0.7610077,0.24961852,0.15346535,0.17206721,0.14538255,0.1254133,0.23546235,0.2206658,0.20121218,0.21882103,0.2820717,0.19152586,0.19648601,0.20222709,0.32687005,0.18620475,0.321939,0.2690058,0.28282142,0.3587175,0.25998875,0.30861735,0.26614606,0.23512271,0.25051224,0.2747654,0.27125186,0.37447906,0.36265993,0.31864536,0.3023009,0.19924834,0.27909136,0.3241899,0.38118657,0.5362789,0.34030822,0.3076266,0.32977515,0.32439408,0.31819084,0.280839,0.15962735,0.22663611,0.19307499,0.15489906,0.18711823,0.2682267,0.16159943,0.13861886,0.19073494,0.16855223,0.2617521,0.22812977,0.26649863,0.3128405,0.21837857,0.28686365,0.24580112,0.40079725,0.4018847,0.1417411,0.20946458
0.044997923,0.0675145,0.11625433,0.15274593,0.09343504,0.09534911,0.11001997,0.10785918,0.07049724,0.09244739,0.07863016,0.114870824,0.09466419,0.16169316,0.08577593,0.09708969,0.06559384,0.07472999,0.087796055,0.080074385,0.12954324,0.11088711,0.06287428,0.11178861,0.08577827,0.14850818,0.109350994,0.13653164,0.1198407,0.12730508,0.14729142,0.15251784,0.1303741,0.13175625,0.18075049,0.1661958,0.13497426,0.13064158,0.14890431,0.15598395,0.09426138,0.16472785,0.113044515,0.14688906,0.12194171,0.07855025,0.13385937,0.0773031,0.0835898,0.038592186,0.053809974,0.06277643,0.16966331,0.05737773,0.06711329,0.07414118,0.07433963,0.05721037,0.07892171,0.09056646,0.1060859,0.07510113,0.10934166,0.14791723,0.11551557,0.14843161
0.15466599,0.12863523,0.16863939,0.18006869,0.1928081,0.21903555,0.34231612,0.2862933,0.17925924,0.17906131,0.31336603,0.250662,0.14818558,0.22312023,0.19409496,0.21034448,0.17782755,0.15860114,0.25230962,0.14172105,0.17258705,0.18856008,0.17372648,0.123880565,0.23398206,0.19073611,0.1747098,0.15538524,0.23166804,0.17332095,0.21264863,0.28333548,0.17677723,0.19398302,0.16886589,0.22924082,0.18325216,0.1703052,0.17339663,0.17308523,0.1639549,0.19535759,0.1871424,0.18774858,0.1971213,0.15911427,0.15508308,0.096168816,0.113616414,0.063726105,0.117894396,0.1333802,0.1449851,0.088208,0.11524097,0.088834144,0.1243149,0.17027114,0.16541816,0.20700574,0.09726318,0.15429612,0.117616996,0.18433577,0.24086155,0.16625094
