step,entropy
0,
1,0.0021705115
2,0.2421102
3,1.2645887
4,0.6683043
5,0.00029548394
6,0.40630168
7,1.0669556
8,0.7004396
9,0.07475939
10,0.7943086
11,0.7587344
12,1.7913613
13,1.9277238
14,1.4225825
15,1.6269963
16,1.5109866
17,0.06864508
18,1.373001
19,0.26033628
20,0.611506
21,0.007234296
22,0.0019670932
23,1.0652847
24,0.0040522115
25,0.56265247
26,1.0271552
27,0.00025346538
28,0.47908393
29,1.205191
30,0.06790371
31,1.4215977
32,0.1405038
33,0.6243489
34,2.697514
35,1.1387684
36,0.89184195
37,0.7094968
38,2.0889525
39,0.0035078633
40,0.19504616
41,0.5597401
42,9.457302e-05
43,6.51839e-05
44,0.023761977
45,0.10900297
46,0.082194015
47,2.2113636
48,3.2349415
49,1.7216595
50,0.46317565
51,0.18070394
52,1.6119119
53,2.351169
54,0.00022649406
55,0.5142705
56,0.004984071
57,0.6314194
58,1.00029
59,1.1813787
60,1.6996988
61,1.6680205
62,0.25587374
63,0.024163648
64,0.92190987
65,0.4607593
66,0.027384736
67,1.3756549
68,2.0177555
69,2.1993918
70,1.4557896
71,1.2540038
72,0.2545825
73,0.70913696
74,1.0693026
75,1.7024643
76,0.23407169
77,2.3820279
78,0.8487265
79,1.3121558
80,1.1497871
81,0.0023063484
82,0.4560087
83,1.1054621
84,0.3622043
85,0.8028062
86,1.6381286
