step,token_id,decoded
1,1098,A
2,17212,compass
3,1117,is
4,1032,a
5,28323,navig
6,2017,ational
7,11391,instrument
8,2075,used
9,1122,for
10,24457,determining
11,5775,direction
12,29493,","
13,10875,specifically
14,1122,for
15,8252,finding
16,1040,the
17,13253,magnetic
18,6888,north
19,29491,.
20,1429,It
21,13103,consists
22,1070,of
23,1032,a
24,10154,magnet
25,2100,ized
26,26478,needle
27,2701,free
28,1066,to
29,2295,turn
30,1452,about
31,1032,a
32,18884,horizontal
33,11790,axis
34,29493,","
35,1458,which
36,4337,points
37,16524,roughly
38,6888,north
39,3708,due
40,1066,to
41,1040,the
42,9367,Earth
43,29510,'
44,29481,s
45,13253,magnetic
46,2602,field
47,29491,.
48,1183,The
49,5775,direction
50,1040,the
51,26478,needle
52,4337,points
53,1117,is
54,3419,known
55,1158,as
56,13253,magnetic
57,6888,north
58,29493,","
59,1072,and
60,1146,it
61,1117,is
62,7959,slightly
63,2349,different
64,1245,from
65,3738,ge
66,13061,ographic
67,6888,north
68,29491,.
69,1183,The
70,17212,compass
71,1117,is
72,8742,essential
73,1122,for
74,18900,navigation
75,29493,","
76,4780,especially
77,1065,in
78,5788,areas
79,1738,where
80,9577,visual
81,3301,land
82,17949,marks
83,1228,are
84,1227,not
85,3400,available
86,29491,.
87,2,</s>
