step,head_agreement
0,
1,0.17165554
2,0.19138484
3,0.15941772
4,0.1928478
5,0.281345
6,0.22453056
7,0.24988337
8,0.16260774
9,0.27583912
10,0.24728535
11,0.33722883
12,0.15679772
13,0.37257743
14,0.32278472
15,0.3181223
16,0.35459867
17,0.38969713
18,0.4456061
19,0.19808914
20,0.3243645
21,0.14625055
22,0.2809174
23,0.30453733
24,0.39884317
25,0.38878348
26,0.38150105
27,0.38914114
28,0.4659876
29,0.398909
30,0.41310805
31,0.373077
32,0.43278208
33,0.4460282
34,0.370316
35,0.4411965
36,0.41664255
37,0.4455749
38,0.4343131
39,0.35712504
40,0.37413767
41,0.36909008
42,0.36828208
43,0.27827337
44,0.38632795
45,0.46273443
46,0.34072354
47,0.14127888
48,0.29270577
49,0.35798052
50,0.441421
51,0.46748793
52,0.36720887
53,0.33510894
54,0.3159584
55,0.394509
56,0.4451435
57,0.4103232
58,0.3720143
59,0.40614894
60,0.44335815
61,0.35631812
62,0.4437038
63,0.3519572
64,0.40750095
65,0.38650692
66,0.4759151
67,0.3979637
68,0.13551693
69,0.2318658
70,0.23951527
71,0.11832692
72,0.111914136
73,0.1708421
74,0.18196996
75,0.10637655
76,0.18779004
77,0.19870004
78,0.30564865
79,0.26303706
80,0.2702085
81,0.4126379
82,0.2975845
83,0.24223085
84,0.25316074
85,0.15786883
86,0.23643932
