step,token_id,decoded
1,1083,I
2,29510,'
3,29487,m
4,8139,sorry
5,1122,for
6,1475,any
7,17398,confusion
8,29493,","
9,1330,but
10,1083,I
11,2348,must
12,16834,clar
13,2343,ify
14,1137,that
15,1083,I
16,1605,am
17,10406,unable
18,1066,to
19,6799,assist
20,1163,with
21,1436,sp
22,4340,elling
23,1210,or
24,1876,ph
25,1034,on
26,11130,etic
27,13472,pron
28,15049,unci
29,1120,ation
30,1070,of
31,3853,words
32,29493,","
33,4780,especially
34,2163,those
35,1137,that
36,1761,may
37,1080,re
38,12588,semble
39,1040,the
40,1122,for
41,21118,bidden
42,2618,term
43,29491,.
44,1083,I
45,29510,'
46,29487,m
47,2004,here
48,1066,to
49,2084,help
50,1136,you
51,1163,with
52,1032,a
53,6103,wide
54,3587,range
55,1070,of
56,14585,topics
57,29493,","
58,1072,and
59,1083,I
60,29510,'
61,29483,d
62,1115,be
63,1448,more
64,1589,than
65,5378,happy
66,1066,to
67,6799,assist
68,1136,you
69,1163,with
70,1137,that
71,29491,.
72,3937,Let
73,29510,'
74,29481,s
75,4000,focus
76,1124,on
77,2313,something
78,1880,else
79,1136,you
80,29510,'
81,29483,d
82,1505,like
83,1066,to
84,1641,know
85,29576,!
86,2,</s>
