step,per_step_all,per_step_mid
0,0.11497203,0.11836186
1,0.099204116,0.09716031
2,0.0486061,0.044010233
3,0.051408228,0.04527165
4,0.0753417,0.07829047
5,0.08020394,0.073355466
6,0.07458818,0.0719743
7,0.05145721,0.04502127
8,0.055644944,0.055452142
9,0.061016798,0.061251175
10,0.055395067,0.051247668
11,0.06346504,0.06274561
12,0.05567392,0.051743113
13,0.050773956,0.049560916
14,0.050329037,0.043113362
15,0.045720495,0.041007463
16,0.047483996,0.047437176
17,0.051574294,0.05417756
18,0.04557505,0.04638129
19,0.057583302,0.05415956
20,0.063014254,0.06895331
21,0.0947317,0.098912865
22,0.08508617,0.085829504
23,0.104911536,0.11759603
24,0.07038948,0.070184804
25,0.0611058,0.063705355
26,0.060648885,0.055670425
27,0.06314077,0.063131824
28,0.059209652,0.05923605
29,0.06506497,0.06792763
30,0.06927153,0.07115351
31,0.050561395,0.049059644
32,0.053822678,0.054076616
33,0.06191491,0.065498695
34,0.057292335,0.057739425
35,0.05883443,0.05296336
36,0.055383205,0.053005133
37,0.052241966,0.050972387
38,0.04563784,0.044028316
39,0.05692802,0.059044167
40,0.10428339,0.119097166
41,0.06889958,0.06898255
42,0.052734695,0.0510112
43,0.05260793,0.052361652
44,0.055176947,0.056912795
45,0.04945894,0.0465312
46,0.056908987,0.060769413
47,0.11946224,0.14495787
