step,token_id,decoded
1,1014,The
2,2130,water
3,10061,cycle
4,28725,","
5,835,also
6,2651,known
7,390,as
8,272,the
9,24483,hyd
10,22068,rolog
11,294,ic
12,10061,cycle
13,28725,","
14,349,is
15,272,the
16,12734,continuous
17,6249,movement
18,302,of
19,2130,water
20,356,on
21,28725,","
22,2747,above
23,28725,","
24,304,and
25,3624,below
26,8599,Earth
27,28742,'
28,28713,s
29,5439,surface
30,28723,.
31,661,It
32,14657,involves
33,264,a
34,3518,series
35,302,of
36,4435,changes
37,297,in
38,272,the
39,1665,state
40,302,of
41,2130,water
42,28725,","
43,5272,moving
44,477,from
45,272,the
46,289,o
47,358,ce
48,509,ans
49,28725,","
50,1059,through
51,272,the
52,13789,atmosphere
53,28725,","
54,304,and
55,852,back
56,298,to
57,272,the
58,289,o
59,358,ce
60,509,ans
61,28723,.
62,415,The
63,2191,main
64,7810,driving
65,4274,force
66,2910,behind
67,272,the
68,2130,water
69,10061,cycle
70,349,is
71,272,the
72,4376,sun
73,28742,'
74,28713,s
75,3408,energy
76,28725,","
77,690,which
78,400,he
79,1449,ats
80,272,the
81,2130,water
82,297,in
83,272,the
84,289,o
85,358,ce
86,509,ans
87,28725,","
88,13098,causing
89,378,it
90,298,to
91,683,ev
92,19845,apor
93,380,ate
94,778,into
95,2130,water
96,363,v
97,19845,apor
98,28723,.
99,851,This
100,2130,water
101,363,v
102,19845,apor
103,408,r
104,3900,ises
105,778,into
106,272,the
107,13789,atmosphere
108,28725,","
109,5106,cool
110,28713,s
111,28725,","
112,304,and
113,2076,cond
114,4839,enses
115,298,to
116,1221,form
117,16393,clouds
118,28723,.
119,1684,When
120,272,the
121,4331,conditions
122,460,are
123,1103,right
124,28725,","
125,272,the
126,16393,clouds
127,5614,release
128,272,the
129,2130,water
130,852,back
131,298,to
132,272,the
133,6340,earth
134,28742,'
135,28713,s
136,5439,surface
137,390,as
138,27640,precip
139,5174,itation
140,28725,","
141,297,in
142,272,the
143,1221,form
144,302,of
145,7296,rain
146,28725,","
147,7899,snow
148,28725,","
149,295,h
150,614,ail
151,442,or
152,7767,sle
153,299,et
154,28723,.
155,5713,Once
156,272,the
157,27640,precip
158,5174,itation
159,18710,reaches
160,272,the
