step,entropy
0,
1,0.006596352
2,0.0007821888
3,0.31918234
4,0.0067221946
5,0.0097535355
6,9.192491e-05
7,0.0036874288
8,0.19752763
9,0.12645337
10,0.4723484
11,0.04429228
12,0.023128878
13,0.0011630501
14,0.7464072
15,0.20183727
16,0.1432924
17,0.03771467
18,0.0009342003
19,0.040227704
20,0.0016471142
21,0.008564508
22,0.00024147896
23,0.00042925111
24,0.13741271
25,0.7001503
26,0.23373806
27,1.6014226e-05
28,0.009273357
29,0.0049426355
30,0.12801953
31,1.380004
32,2.7027748
33,1.7792716
34,0.0030767275
35,1.5024011
36,1.2664874
37,0.86989176
38,1.5625
39,0.04947041
40,0.06419683
41,1.8476212
42,2.5830126
43,1.0456184
44,0.5367909
45,0.89936984
46,0.0003893681
47,0.00039964844
48,1.27552
49,0.9818756
50,0.17104506
51,0.12240633
52,0.3459957
53,1.2509961
54,0.19297084
55,0.6640326
56,0.0030121056
57,0.14675082
58,5.149225e-05
59,0.0027548545
60,0.8576082
61,1.7913362
62,1.0544678
63,0.77344924
64,0.0036797742
65,0.31797042
66,0.045301516
67,0.012211687
68,0.0011361954
69,0.0024720929
70,0.095275424
71,0.561471
72,0.18323143
73,3.7468933e-05
74,0.08012149
75,0.43152338
76,0.0074117556
77,0.04888712
78,6.795168e-05
79,0.12959176
80,0.43959796
81,0.011029341
82,0.00031555316
83,0.028187465
84,9.221952e-05
85,0.0618698
86,0.66439444
87,0.091133945
88,0.0024000278
89,0.00021661304
90,0.025752762
91,0.0017804954
92,0.0010050281
93,1.0388601
94,0.016436672
95,0.0006820302
96,0.014468134
97,0.054826118
98,0.079807855
99,0.029707782
100,6.6451525e-05
101,0.00047828356
102,0.026045727
103,8.097133e-06
104,0.0073142312
105,0.00037214102
106,0.6863159
107,0.70919913
108,0.5521262
109,2.0697236e-05
110,0.16964279
111,0.0131043205
112,0.09776935
113,0.028612088
114,0.8730603
115,0.0006999722
116,0.055165708
117,0.012024168
118,0.11933313
119,0.026170505
120,1.6128194
121,0.00074310927
122,0.004258518
123,0.00095541484
124,0.011478143
125,0.6989684
126,0.03356974
127,0.009949742
128,0.531354
129,0.005871341
130,0.007059966
131,0.00026729802
132,0.9019481
133,0.15153293
134,0.0010088071
135,0.0012800477
136,0.03241341
137,0.03474894
138,0.00013593084
139,0.17600746
140,0.31327093
141,0.0034858512
142,0.00032726268
143,0.00021067452
144,0.004663449
145,0.0016119877
146,0.02712422
147,0.0012849688
148,0.6455794
149,0.00012176685
150,0.59995574
151,0.0052105286
152,0.0006613283
153,0.013929447
154,0.07768857
155,0.07548512
156,0.10868296
157,0.0013932767
158,0.032093834
159,2.5951682e-05
