0.1793677,0.103191905,0.08991797,0.09655357,0.09325189,0.084771976,0.07853465,0.08730035,0.09443902,0.124686144,0.093322955,0.07796321,0.09716569,0.1074037,0.102438055,0.10887036,0.102609634,0.098030776,0.079006776,0.08316049,0.11001633,0.078783914,0.08373752,0.097667016,0.08972493,0.081248894,0.13712971,0.07004795,0.09486702,0.09401486,0.084703356,0.075130485,0.08388472,0.083584376,0.08200546,0.0817349,0.072825976,0.06763008,0.100189626,0.087673865,0.080726,0.08544536,0.07392265,0.072718315,0.068713345,0.09743545,0.06701681,0.06013043,0.057370055,0.06161505,0.07749695,0.12121905,0.06881894,0.08494102,0.08856122,0.07629273,0.07048449,0.07139522,0.093620434,0.09631991,0.09229824,0.083785,0.09468115,0.083873324,0.11697099,0.08410852,0.09612665,0.08603401,0.07111915,0.099389106,0.07474155,0.07315184,0.07238677,0.07289833,0.073837824,0.06986103,0.07742311,0.07740955,0.1157588
0.15289396,0.08222915,0.084883854,0.16392048,0.22425745,0.116819814,0.22621584,0.10675629,0.19364603,0.29711595,0.17882627,0.126844,0.21423328,0.16380262,0.22879395,0.12415878,0.09444624,0.20880623,0.23262727,0.13150334,0.21214467,0.20437105,0.111234844,0.10992154,0.16635734,0.1339041,0.11219648,0.16506329,0.103858806,0.10457796,0.14455433,0.17263052,0.17256552,0.11590508,0.15617387,0.1360664,0.10166684,0.14183317,0.10554135,0.113164105,0.114827126,0.14692071,0.22071917,0.08898373,0.12242861,0.09840471,0.13860299,0.13658117,0.13975862,0.20677154,0.12234048,0.11310806,0.16710602,0.0865259,0.12566447,0.13620394,0.13987684,0.087550305,0.11598193,0.10114563,0.11280596,0.09495955,0.09863909,0.10804975,0.09029005,0.10784511,0.08012151,0.09899516,0.0923372,0.08947837,0.12513393,0.07270527,0.08668162,0.09214488,0.09571352,0.09140415,0.10229227,0.09009872,0.11396119
0.1803877,0.09169044,0.075056285,0.12123048,0.098188356,0.08633967,0.12384955,0.08943077,0.12488379,0.09652167,0.08088908,0.07384229,0.087395184,0.0909446,0.1015829,0.11235291,0.090924315,0.09415328,0.072217494,0.06891741,0.08497938,0.07106694,0.06538442,0.07994602,0.08966909,0.0965736,0.11015116,0.07390009,0.08122162,0.081817076,0.087116234,0.0759228,0.07660163,0.08603003,0.09810877,0.088817544,0.07637902,0.072381236,0.06527649,0.07701794,0.07130303,0.104395784,0.064232655,0.082237095,0.08049961,0.07754303,0.06953558,0.057836894,0.06146344,0.062173903,0.08867604,0.08257216,0.079387136,0.08563528,0.07921963,0.08774656,0.07604461,0.056899346,0.08132865,0.07337634,0.06986705,0.0774928,0.08054237,0.082019165,0.07700272,0.06761588,0.061573666,0.06765384,0.07805003,0.072096415,0.09295818,0.0618148,0.06389909,0.08535629,0.07568069,0.064337805,0.06976312,0.07143032,0.08044653
0.11970052,0.08109964,0.07816518,0.07291307,0.07246656,0.08896904,0.09087435,0.12571128,0.0981427,0.09505135,0.06925279,0.062354483,0.08565624,0.09382796,0.089577556,0.10269269,0.07988615,0.091282375,0.07987289,0.09115425,0.09787691,0.08142348,0.07846158,0.074327536,0.073767744,0.0783235,0.16160223,0.06115163,0.0776252,0.08164172,0.071389385,0.068156,0.080888055,0.15926115,0.08316884,0.075186856,0.07076234,0.07271875,0.07972097,0.08202467,0.08125416,0.08218582,0.07148519,0.081087984,0.07558171,0.0806535,0.07096482,0.059439536,0.053785615,0.070732675,0.08197564,0.09725605,0.06570187,0.074638546,0.07610251,0.074829265,0.070450276,0.069923766,0.07889022,0.08780596,0.08232816,0.09628061,0.08618957,0.076452374,0.08939027,0.09622544,0.08857904,0.07842789,0.08346483,0.083047144,0.08886729,0.080534875,0.08487862,0.089967266,0.07026668,0.0802784,0.10366551,0.08783605,0.095008895
0.020064726,0.079340845,0.06610449,0.123570845,0.124653414,0.120636374,0.14983213,0.1323068,0.13331982,0.14154434,0.09726036,0.11283255,0.12798141,0.1167798,0.1510035,0.118396856,0.13149787,0.13690917,0.121161215,0.12630151,0.11557614,0.11795321,0.12559846,0.11267899,0.10563012,0.12667781,0.15069897,0.09474869,0.13968514,0.09072908,0.10463995,0.09547868,0.09878571,0.07828759,0.119790286,0.101046786,0.100817494,0.10009045,0.121397346,0.07756651,0.08806298,0.12379494,0.09213753,0.111648776,0.10363158,0.12491776,0.119305834,0.09423288,0.09435656,0.11824275,0.1415586,0.2103909,0.082384,0.09927586,0.12214321,0.10283667,0.09079989,0.10069373,0.09394984,0.12043412,0.0892279,0.114899516,0.08146513,0.08554279,0.105583146,0.09251876,0.11826183,0.06603907,0.08819564,0.10974997,0.085584454,0.09937621,0.09852905,0.089530654,0.07799433,0.097206675,0.091853134,0.09842399,0.23532687
0.33231398,0.24777502,0.26261485,0.2663528,0.27696586,0.30651504,0.2944177,0.2590851,0.31100023,0.29643083,0.29132387,0.23553069,0.25381508,0.28591484,0.2215112,0.2988248,0.21111996,0.25623274,0.22392586,0.25239936,0.20690456,0.22717153,0.2598638,0.29188308,0.24984948,0.2436303,0.3418828,0.19008683,0.24758026,0.31659913,0.26795036,0.24015945,0.25544894,0.24002516,0.26361668,0.2612995,0.21315426,0.23679946,0.2535854,0.28871763,0.27823767,0.27795333,0.22861856,0.2770797,0.25383207,0.20543848,0.21946958,0.21870552,0.21145342,0.2136672,0.28469607,0.28125063,0.25785792,0.30669987,0.26246923,0.24624506,0.2310945,0.27451757,0.20100342,0.23573312,0.2511235,0.23031145,0.2605442,0.25222066,0.26093474,0.21152711,0.26028734,0.28999886,0.23912926,0.26454312,0.21955484,0.23299368,0.17966783,0.25962296,0.21864511,0.23634201,0.22352451,0.28197366,0.28304848
0.14149387,0.16904046,0.16945289,0.12861387,0.1394441,0.14080542,0.10743989,0.093026645,0.1351615,0.204256,0.1447118,0.14954954,0.17321016,0.1442141,0.14305969,0.11626456,0.13496134,0.1348489,0.1309641,0.11943623,0.15018333,0.13556583,0.15467109,0.12670064,0.16343276,0.17948791,0.14594379,0.1374981,0.14987409,0.119222015,0.12110375,0.11357729,0.09981388,0.12229795,0.15586229,0.09651774,0.09573733,0.13423383,0.15002517,0.13411067,0.10060597,0.11387269,0.08886213,0.101124376,0.11564467,0.15011305,0.11011824,0.10566885,0.12964691,0.13424067,0.23030284,0.12967667,0.110383175,0.11744787,0.12468958,0.120343074,0.12071559,0.106503,0.12998156,0.16940899,0.11641914,0.11610713,0.11385329,0.11355563,0.13273647,0.12711295,0.18134128,0.11742098,0.10516118,0.098595634,0.12830608,0.15876202,0.15050606,0.15747583,0.10384512,0.1340687,0.12961115,0.21736924,0.13946219
0.10080219,0.082693025,0.082479045,0.10916038,0.10619414,0.09526662,0.09907421,0.09173338,0.10019001,0.10474991,0.13994612,0.10008893,0.09986233,0.10785404,0.117647685,0.108029924,0.11417546,0.12818159,0.09954111,0.098566666,0.105374776,0.09321003,0.07993859,0.08668162,0.08686933,0.08594626,0.11811542,0.08931245,0.08808588,0.16135874,0.11340063,0.09973885,0.10198401,0.0845849,0.09403853,0.13879697,0.08083564,0.0927101,0.08990245,0.15975739,0.08869207,0.08794424,0.09095745,0.09775335,0.08029477,0.11359325,0.103760034,0.08142585,0.07535116,0.09560615,0.10600762,0.20266803,0.1115079,0.11279472,0.0877143,0.099700816,0.08985951,0.09361153,0.098379694,0.09122621,0.14773002,0.09331908,0.11309607,0.13649662,0.10569961,0.09466896,0.08816224,0.2262303,0.11581884,0.09270887,0.101314105,0.09160877,0.073731095,0.09445844,0.1184884,0.082481705,0.09052904,0.087708175,0.2100183
0.35124925,0.21811059,0.13633189,0.35926205,0.40925545,0.2570295,0.30638978,0.11624043,0.5820127,0.45824966,0.44717464,0.4022458,0.5010347,0.41177505,0.5002263,0.36751005,0.27629438,0.4116082,0.33116382,0.15394314,0.3197087,0.1935395,0.17219408,0.10762901,0.20808452,0.12741907,0.06359161,0.21535717,0.1370351,0.3213047,0.37096262,0.38477507,0.4016133,0.4288548,0.43276736,0.34032816,0.40834403,0.38093507,0.2451681,0.35551834,0.20466736,0.60844445,0.58840585,0.23258688,0.47904813,0.49079096,0.5550533,0.41225773,0.3533451,0.35141763,0.32783484,0.40283623,0.38613352,0.2375234,0.25629985,0.19935742,0.20520185,0.12573688,0.30709568,0.17943326,0.36503172,0.16019341,0.36799285,0.24093716,0.113370985,0.38069552,0.12503517,0.20823121,0.10811643,0.12256346,0.23344846,0.08822632,0.11407846,0.08177685,0.34100085,0.21898565,0.08988702,0.0810597,0.2821677
0.30725235,0.1623723,0.08744616,0.1109234,0.18935457,0.5437624,0.29894075,0.11782882,0.11816839,0.27572387,0.080700494,0.24915354,0.23245192,0.26491082,0.27982137,0.22343056,0.18007137,0.2148965,0.15990178,0.13847551,0.22261505,0.09703473,0.18816704,0.11251901,0.20526595,0.1605517,0.06862154,0.12646079,0.25626567,0.17881843,0.18808527,0.1083418,0.16691788,0.30509055,0.17058688,0.08036907,0.09403524,0.2110281,0.201932,0.24736482,0.22067681,0.40648124,0.4611053,0.18254456,0.29609883,0.2642456,0.33111054,0.23623662,0.17963694,0.41189688,0.43252644,0.25690177,0.624936,0.12691486,0.15485595,0.17042647,0.14393538,0.12540975,0.11054541,0.10495094,0.19560853,0.10162499,0.24958889,0.21812038,0.09185035,0.19645438,0.25054145,0.114352,0.13070476,0.09426719,0.13054772,0.12449897,0.14600636,0.07155155,0.23493426,0.20611167,0.113495685,0.16756685,0.32757074
