step,token_id,decoded
1,1098,A
2,1947,good
3,2600,friend
4,1117,is
5,3261,someone
6,1461,who
7,29515,:
8,781,"
"
9,781,"
"
10,29508,1
11,29491,.
12,2063,Sh
13,4379,ows
14,1645,em
15,17881,pathy
16,1072,and
17,7167,understanding
18,29515,:
19,2074,They
20,7873,listen
21,1066,to
22,1342,your
23,5186,problems
24,1072,and
25,3173,offer
26,2528,support
27,1072,and
28,5802,comfort
29,1507,when
30,1136,you
31,1695,need
32,1146,it
33,29491,.
34,781,"
"
35,781,"
"
36,29518,2
37,29491,.
38,2459,Is
39,13995,reliable
40,29515,:
41,2074,They
42,2608,keep
43,1420,their
44,21394,promises
45,1072,and
46,1228,are
47,1504,there
48,1122,for
49,1136,you
50,1507,when
51,1136,you
52,1695,need
53,1474,them
54,29491,.
55,781,"
"
56,781,"
"
57,29538,3
58,29491,.
59,2760,Res
60,1590,pect
61,29481,s
62,1342,your
63,17592,boundaries
64,29515,:
65,2074,They
66,3148,understand
67,1072,and
68,3884,respect
69,1342,your
70,4095,personal
71,3532,space
72,1072,and
73,13685,privacy
74,29491,.
75,781,"
"
76,781,"
"
77,29549,4
78,29491,.
79,2063,Sh
80,5353,ares
81,4066,common
82,11067,interests
83,29515,:
84,2074,They
85,4323,enjoy
86,10749,spending
87,1495,time
88,1163,with
89,1136,you
90,1072,and
91,20407,engaging
92,1065,in
93,7058,activities
94,1137,that
95,1136,you
96,2328,both
97,4323,enjoy
98,29491,.
99,781,"
"
100,781,"
"
101,29550,5
102,29491,.
103,4752,Off
104,1172,ers
105,7626,honest
106,8246,advice
107,29515,:
108,2074,They
109,1228,are
110,7626,honest
111,1163,with
112,1136,you
113,29493,","
114,1330,but
115,1065,in
116,1032,a
117,2880,kind
118,1072,and
119,5890,construct
120,1263,ive
121,1837,way
122,29491,.
123,781,"
"
124,781,"
"
125,29552,6
126,29491,.
127,9699,Sup
128,3497,ports
129,1342,your
130,8429,goals
131,29515,:
132,2074,They
133,13597,encourage
134,1072,and
135,2084,help
136,1136,you
137,7387,achieve
138,1342,your
139,13000,dreams
140,1072,and
141,27753,aspir
142,1465,ations
143,29491,.
144,781,"
"
145,781,"
"
146,29555,7
147,29491,.
148,2459,Is
149,14225,loyal
150,29515,:
151,2074,They
152,2644,stand
153,1254,by
154,1136,you
155,1827,through
156,7699,thick
157,1072,and
158,9794,thin
159,29493,","
160,1072,and
