step,entropy
0,
1,0.012870433
2,0.0033155172
3,0.018226022
4,0.0005962228
5,0.0026392192
6,0.0007725083
7,1.4570409
8,0.81810814
9,0.062210523
10,0.0006069921
11,0.086479545
12,0.00016402359
13,0.0019030778
14,0.003250362
15,0.0045861322
16,1.27705
17,0.000495419
18,0.0970472
19,0.2515828
20,0.051011465
21,0.2068425
22,0.0016780948
23,0.5907264
24,3.0768886e-05
25,0.025134386
26,1.976056e-05
27,0.45726162
28,0.515822
29,0.0018695047
30,0.0035939943
31,0.25890365
32,0.009360943
33,0.5303372
34,0.018393729
35,0.010502081
36,0.00011052175
37,0.010467047
38,0.00044262578
39,0.6520471
40,0.00013109729
41,0.062454067
42,1.157141
