0.21357493,0.24646819,0.16207035,0.1485577,0.23287946,0.1716793,0.060133338,0.116748005,0.09115324,0.07016613,0.16656396,0.088280015,0.06684391,0.09681113,0.11575788,0.10258001,0.13951753,0.11419759,0.1668308,0.08771437,0.11011841,0.24761713,0.26310045,0.13332024,0.08192323,0.15211152,0.16650559,0.11641381,0.20869048,0.06907355,0.08859857,0.10215489,0.070407495,0.083344325,0.21462718,0.06245595,0.035242464,0.07075392,0.21882446,0.1506289,0.045114294,0.14733557,0.28241044
0.069079675,0.020910975,0.031604167,0.016728362,0.054412674,0.03516973,0.034554694,0.011166532,0.014120197,0.010651894,0.025468139,0.0073355213,0.003200218,0.013024038,0.013852646,0.0069155013,0.015018179,0.027282216,0.027468272,0.057546843,0.01654122,0.032920983,0.03213663,0.012480327,0.011787003,0.010458957,0.014611134,0.025464239,0.015197965,0.028840411,0.008327017,0.015141542,0.025274683,0.011681389,0.01658455,0.009213546,0.017981313,0.006640222,0.03413186,0.02765023,0.019872947,0.042855933,0.048788838
0.09525945,0.20687181,0.105093986,0.08301799,0.17329614,0.1856161,0.17951597,0.07307851,0.08722463,0.107417606,0.10720275,0.10899726,0.010819905,0.011777022,0.021013997,0.081584506,0.055450488,0.06575072,0.020592188,0.047056336,0.044126395,0.023971817,0.02687223,0.044801064,0.011315226,0.028920291,0.0135303335,0.021393105,0.079586476,0.009306273,0.034714777,0.07528788,0.012283097,0.035890907,0.123360515,0.007149062,0.012828099,0.027079577,0.058494993,0.034582764,0.02641349,0.062411234,0.23519243
0.019317606,0.022900682,0.029079586,0.01379699,0.024998927,0.042335607,0.026882034,0.006464343,0.021870844,0.03725011,0.02544468,0.016891845,0.022015793,0.2189641,0.03274955,0.011587786,0.0072294357,0.01386775,0.013347637,0.010902697,0.024202919,0.01605275,0.014418529,0.017215677,0.011137799,0.0181671,0.007448371,0.0059155663,0.009825874,0.027236795,0.02689279,0.011433935,0.011090575,0.021432126,0.009120935,0.010671618,0.0232305,0.0072449413,0.00739831,0.010722715,0.007569141,0.0061649717,0.010279753
0.02079044,0.013553897,0.011063655,0.013249737,0.017794631,0.024060767,0.02502128,0.016596042,0.017860759,0.006982529,0.0211052,0.010741486,0.020294027,0.015072113,0.017447112,0.020506842,0.013350349,0.018880505,0.0146011375,0.012664972,0.021451198,0.008016116,0.019559668,0.018321069,0.03407499,0.02099603,0.03335985,0.026475428,0.0130786495,0.006708257,0.013458425,0.016164724,0.017694106,0.0213087,0.036947586,0.021265542,0.03240033,0.014332898,0.022359258,0.017404921,0.009066093,0.01658682,0.029648516
0.008347637,0.019597283,0.021975446,0.0129510965,0.009789351,0.015086251,0.011945706,0.014665432,0.0024538834,0.0050871503,0.017758584,0.0127835125,0.018282289,0.009144606,0.010158803,0.0076004965,0.0076370044,0.0068802256,0.0021490157,0.02253088,0.0076573547,0.0025865026,0.0032720512,0.0047852676,0.014386008,0.011858027,0.010263633,0.008797534,0.005602462,0.012991096,0.003995593,0.012936598,0.011268594,0.01745674,0.018193299,0.008910119,0.016062874,0.0036846723,0.011497744,0.005303779,0.008492745,0.0068294294,0.004450859
0.03240675,0.01628781,0.021344246,0.013619362,0.0135917775,0.032370724,0.0076577333,0.017010573,0.015278045,0.0062457123,0.009432802,0.013928871,0.006509227,0.00444592,0.017453182,0.018421987,0.016834721,0.015307834,0.010670311,0.0066951606,0.012002721,0.012306408,0.0045475345,0.011061322,0.008319306,0.012116955,0.02147161,0.017080106,0.008918907,0.0153728835,0.012490052,0.012710033,0.01041524,0.023909446,0.016965348,0.0060301404,0.012623043,0.013657178,0.03111792,0.014354108,0.0032617636,0.014314312,0.049551744
0.027947713,0.022822954,0.016275264,0.0101528885,0.01688336,0.021832736,0.018259708,0.025555676,0.022662358,0.008323279,0.021135716,0.039423708,0.014358218,0.007582937,0.010671813,0.014643938,0.017267916,0.013774227,0.018996442,0.025213962,0.011602098,0.010918855,0.00708103,0.010779137,0.012716557,0.019995408,0.020882744,0.008836697,0.012870068,0.0042445473,0.007598574,0.014356863,0.008790383,0.012855716,0.032342657,0.032251656,0.013303998,0.005949715,0.018741118,0.015525938,0.0036755854,0.012542063,0.031150982
0.16531336,0.105779156,0.024207653,0.067779675,0.058287334,0.10084447,0.04153648,0.14603527,0.07870458,0.05723859,0.13203408,0.068860576,0.0088361455,0.0075506307,0.007854965,0.08633443,0.12422108,0.069744445,0.022823988,0.08990593,0.08990177,0.026185572,0.02273142,0.029528242,0.013130691,0.016180608,0.0098824175,0.054352906,0.082128875,0.010002506,0.0579621,0.046817254,0.010498058,0.047557585,0.077542394,0.016000329,0.015114117,0.030640937,0.05008997,0.038369205,0.015666751,0.10078059,0.15695083
0.20895016,0.17207064,0.07387965,0.05216436,0.07895904,0.06145219,0.0973917,0.032529876,0.04351879,0.053468473,0.06813978,0.051591743,0.01174538,0.018019829,0.030153282,0.032963533,0.027448533,0.038821157,0.06922902,0.10935681,0.18418413,0.106370024,0.060656715,0.06863007,0.0267316,0.019052096,0.02588426,0.051453296,0.123396136,0.034684896,0.044384703,0.11678627,0.028289743,0.072131194,0.13365573,0.019700088,0.017690048,0.026883427,0.11477075,0.061315246,0.030116465,0.12548533,0.21383932
