step,token_id,decoded
1,1014,The
2,1411,life
3,10061,cycle
4,302,of
5,264,a
6,11488,butter
7,16210,fly
8,28725,","
9,835,also
10,2651,known
11,390,as
12,1424,met
13,314,am
14,7591,orph
15,9795,osis
16,28725,","
17,12335,consists
18,302,of
19,2308,four
20,15360,stages
21,28747,:
22,9119,egg
23,28725,","
24,22250,cater
25,28720,p
26,425,ill
27,283,ar
28,325,(
29,15027,lar
30,3026,va
31,557,"),"
32,18781,pup
33,28708,a
34,325,(
35,338,ch
36,24957,rys
37,11556,alis
38,557,"),"
39,304,and
40,11488,butter
41,16210,fly
42,28723,.
43,2,</s>
