k,cum_mean_std_all,cum_mean_std_mid
1,0.09342699,0.087565996
2,0.08315419,0.07729335
3,0.0781847,0.073915616
4,0.08035103,0.0766803
5,0.077048056,0.07388152
6,0.07561695,0.07296037
7,0.074558206,0.07072404
8,0.07349658,0.06944912
9,0.073420964,0.0695034
10,0.07594866,0.071520165
11,0.07493203,0.07021945
12,0.07368059,0.068836
13,0.072879486,0.06820882
14,0.07284963,0.06807322
15,0.07277658,0.067604885
16,0.07234903,0.06693924
17,0.07202525,0.06665583
18,0.07333875,0.06739476
19,0.07243468,0.06656454
20,0.07180941,0.06600218
21,0.07136285,0.06519773
22,0.071124144,0.06531752
23,0.07288482,0.06764879
24,0.073201,0.06794527
25,0.07328916,0.06814777
26,0.073041424,0.0677779
27,0.07279566,0.06755029
28,0.072481014,0.06708143
29,0.07216745,0.06692204
30,0.07198934,0.06678124
31,0.071889035,0.06656765
32,0.07155608,0.06625208
33,0.07114036,0.065790534
34,0.0707664,0.06545266
35,0.070692144,0.06532646
36,0.07081464,0.065241836
37,0.0722473,0.06657471
38,0.07211751,0.06650882
39,0.07294193,0.06765199
40,0.07324426,0.06795199
41,0.0730367,0.06775059
42,0.07290859,0.06780342
43,0.07288282,0.06791409
44,0.07271142,0.06782676
45,0.07247366,0.06751733
46,0.071999,0.067025125
47,0.07172993,0.06687227
48,0.07155974,0.06679233
49,0.07148478,0.066660374
50,0.07133204,0.066575095
51,0.07136137,0.06663202
52,0.07139813,0.0666089
53,0.0713175,0.06662895
54,0.0712644,0.06664449
55,0.07097555,0.06634673
56,0.070688605,0.0660966
57,0.07053916,0.06606147
58,0.07043009,0.066079654
59,0.070103005,0.065736145
60,0.069831334,0.06546295
61,0.06956867,0.06521534
62,0.06936853,0.06503756
63,0.06999025,0.06588917
