0.031305254,0.03941117,0.044459384,0.04378452,0.04877147,0.0443455,0.04656694,0.046079017,0.047341954,0.046659753,0.044927716,0.0445135,0.046458542,0.044946402,0.045741796,0.04443668,0.04127185,0.04314612,0.043705776,0.040041815,0.04175895,0.04393834,0.041709684,0.03869096,0.04023418,0.041818056,0.040170252,0.040309846,0.037066147,0.03901092,0.03730174,0.03736131,0.04331132,0.035566203,0.039025165,0.038038358,0.037153844,0.03271059,0.035909038,0.03685926,0.036056235,0.03729982,0.036342133,0.035672355,0.039258063,0.03546936,0.03598318,0.038498007,0.034736797,0.038286127,0.038339805,0.034024853,0.03368224,0.031864077,0.032586753,0.031930026,0.034674205,0.03452842,0.034546763,0.034185123,0.030251186,0.031040125,0.029985173,0.031048082
0.026863582,0.038830407,0.03626862,0.019627864,0.017739639,0.01506445,0.011518089,0.012201153,0.01154106,0.011141661,0.016319288,0.01787833,0.009481968,0.01412666,0.009700272,0.014501,0.017675096,0.017114136,0.008848356,0.009440131,0.0074002575,0.007410302,0.006439765,0.013374561,0.017301947,0.012938095,0.007451989,0.0066140387,0.00869757,0.006256124,0.005473892,0.00801516,0.008220477,0.008857738,0.006833144,0.0132780755,0.0074696597,0.0059366277,0.0050843973,0.008053839,0.014927608,0.018219559,0.014388631,0.0077599385,0.0068689417,0.004483862,0.0025660493,0.004101411,0.005782294,0.005841319,0.0039269314,0.006005551,0.0043351464,0.0035898946,0.003715598,0.0047553536,0.0026735924,0.00517427,0.003559946,0.009127263,0.003916823,0.0035155602,0.004306235,0.00482374
0.032566577,0.048105665,0.061554298,0.056420133,0.027128749,0.02603798,0.016652796,0.010352636,0.008768105,0.005976393,0.009662275,0.01211768,0.0058455803,0.007338419,0.004046905,0.0040444955,0.012138065,0.009608485,0.009694171,0.0057439897,0.0046368223,0.0059205582,0.003887124,0.0074648587,0.014589539,0.010838741,0.010643745,0.007276686,0.006989517,0.008702345,0.006107037,0.004432559,0.00497757,0.0076231724,0.0056887204,0.008262222,0.006157322,0.0050999355,0.006116367,0.0051041925,0.016450465,0.029800236,0.04249298,0.015858376,0.008518396,0.0046008676,0.0037046787,0.0050839186,0.006160318,0.006100342,0.0062735705,0.0066103395,0.0041478137,0.003074593,0.0038138567,0.00519798,0.002244517,0.00384438,0.0028998281,0.009601963,0.004431048,0.0022233585,0.004068155,0.004608058
0.041391242,0.061578907,0.036730718,0.023920968,0.01960821,0.014175363,0.014410986,0.014474169,0.014353825,0.011328231,0.016908493,0.0174714,0.009519223,0.010119298,0.009832395,0.013490966,0.023582608,0.011059278,0.0131666865,0.011802725,0.008369133,0.008684481,0.008710493,0.013552418,0.017887702,0.015743844,0.012022022,0.008426577,0.010185994,0.0080488045,0.0091324095,0.008795502,0.009495769,0.011937993,0.011956105,0.010179091,0.009618096,0.007765419,0.009277653,0.011334781,0.01588111,0.012888394,0.009487895,0.008273382,0.007679089,0.007900562,0.0058830315,0.0053253425,0.0070794914,0.010870398,0.0102826785,0.009661177,0.008564391,0.0055683516,0.009257519,0.0061554625,0.005253424,0.004740894,0.0060228603,0.0051161647,0.0060105007,0.005339171,0.0069399253,0.006496789
0.07118574,0.10230614,0.0770496,0.037676364,0.054694176,0.02571627,0.03281019,0.025651898,0.036678232,0.03274882,0.018230375,0.024013782,0.013229175,0.018376708,0.017473744,0.019334748,0.022693895,0.026475914,0.019375172,0.020313244,0.018808492,0.01806546,0.012690379,0.03960651,0.042482857,0.021875825,0.02212076,0.020341322,0.017445963,0.013648827,0.01842151,0.018418774,0.012380539,0.011809282,0.011763474,0.02060947,0.014744224,0.025046712,0.01655057,0.028482713,0.028108027,0.03551608,0.020344004,0.03418444,0.024063507,0.012844501,0.014286588,0.015914382,0.026454035,0.012262626,0.014981443,0.021509951,0.009266125,0.01105494,0.013143018,0.010732247,0.013162044,0.014212016,0.0073434613,0.0055452944,0.008881844,0.0078031146,0.004972041,0.022014324
0.06301854,0.16623971,0.15177539,0.050473973,0.08055171,0.04227552,0.081133105,0.06421183,0.057272695,0.04188273,0.039901238,0.031073894,0.03746554,0.029010162,0.032387562,0.01949455,0.02469776,0.021768503,0.039550297,0.012136385,0.016907722,0.030018562,0.013814838,0.0501061,0.05998212,0.040526353,0.040197384,0.021613706,0.029404022,0.02007012,0.030209102,0.013262058,0.022251595,0.02107703,0.019846104,0.036786515,0.020504761,0.045107435,0.01618047,0.03290788,0.03659015,0.04819033,0.027204376,0.02473268,0.040498942,0.024463829,0.0152539145,0.015002672,0.020620055,0.024988616,0.018057736,0.025648221,0.01767401,0.010135406,0.018253148,0.011980755,0.013966332,0.017826226,0.008728434,0.0066996003,0.006292387,0.00629697,0.005585825,0.028844938
0.046089724,0.0734144,0.0645583,0.035148017,0.064084284,0.027768407,0.03650246,0.02914643,0.026260262,0.03025857,0.022618216,0.022498261,0.02369938,0.024603592,0.024289763,0.023963856,0.021549838,0.022839542,0.04640366,0.013318362,0.021223575,0.045231525,0.017334897,0.045142367,0.03518555,0.040192146,0.023141854,0.025763234,0.015966374,0.018080771,0.023733633,0.014706175,0.015714077,0.021498982,0.016449245,0.01745417,0.023046792,0.03288316,0.014779209,0.035443615,0.035768837,0.035971466,0.02491046,0.02981919,0.023125816,0.022706635,0.016707337,0.020822465,0.015739951,0.016008014,0.011932392,0.008830338,0.013668044,0.010075849,0.010715961,0.007298029,0.01044517,0.009737727,0.006514564,0.006885145,0.00528087,0.00927996,0.006242995,0.02483749
0.1036367,0.16274424,0.17694002,0.1369386,0.13362631,0.043682557,0.049752615,0.039191984,0.066728935,0.059504528,0.050568253,0.040612817,0.02885975,0.06314622,0.046966165,0.028047932,0.034180842,0.040554028,0.064285815,0.027863178,0.028521122,0.054069363,0.045445792,0.08973181,0.03699702,0.030422162,0.04518287,0.050638843,0.03580091,0.03153681,0.042296685,0.021685004,0.020242818,0.018855589,0.021091964,0.036241762,0.047709372,0.028350748,0.029754002,0.0595617,0.051811088,0.07893351,0.083138086,0.042987954,0.036337998,0.04180781,0.031052526,0.018517679,0.0221711,0.028665185,0.022142284,0.04042826,0.022354469,0.010577945,0.017987765,0.015186733,0.01283641,0.010375473,0.013727178,0.012513794,0.016889984,0.016196642,0.022325616,0.038114235
0.0859569,0.12652524,0.10598128,0.06491923,0.11136378,0.05798332,0.06931087,0.073847756,0.063554734,0.09184724,0.064349815,0.0372909,0.02995063,0.041933008,0.057942547,0.048960853,0.030887749,0.033523154,0.06821798,0.026156124,0.030657727,0.03325406,0.039700545,0.08823402,0.039272763,0.032702126,0.049163043,0.04825088,0.03592229,0.028191622,0.055935405,0.039705254,0.029103208,0.024670536,0.026762871,0.03679163,0.038165882,0.025970515,0.029157573,0.06342161,0.033460483,0.027254013,0.026364861,0.030604275,0.02879512,0.04429137,0.025576852,0.02009036,0.037302926,0.025771858,0.018802265,0.0363506,0.024573546,0.025147207,0.024449632,0.017890632,0.022452574,0.018706921,0.026806278,0.0119848605,0.014037551,0.014489859,0.011209166,0.055023126
0.09056651,0.22375488,0.1672774,0.12090578,0.19323562,0.09609522,0.12062449,0.09750074,0.08567439,0.11836439,0.08322133,0.046227977,0.040862195,0.08282548,0.06271004,0.042158544,0.05552523,0.043367036,0.10399513,0.042608693,0.029681731,0.07794456,0.031295758,0.11883254,0.112703696,0.09846026,0.06500558,0.06140921,0.052746974,0.032040272,0.07174514,0.045470685,0.051583238,0.04704858,0.04814711,0.056446142,0.06731628,0.070904136,0.04824102,0.11387466,0.13920209,0.081499726,0.048487328,0.085599735,0.07411371,0.06898193,0.037987575,0.042027716,0.04584978,0.03710263,0.034297638,0.04303878,0.03343333,0.033412218,0.04095683,0.029422136,0.018479526,0.026865846,0.025633797,0.021932717,0.024026785,0.018816968,0.018694274,0.0659318
