step,token_id,decoded
1,1183,The
2,2475,word
3,1137,that
4,3376,often
5,6872,follows
6,1113,""""
7,6074,unit
8,29507,""""
9,1065,in
10,2055,many
11,4942,exam
12,29481,s
13,1117,is
14,1113,""""
15,24883,answer
16,29507,""""
17,1210,or
18,1113,""""
19,18264,question
20,1379,"."""
21,3761,However
22,29493,","
23,1066,to
24,28207,comply
25,1163,with
26,1342,your
27,12150,instructions
28,29493,","
29,1083,I
30,29510,'
31,1352,ll
32,2083,say
33,1137,that
34,1040,the
35,2475,word
36,1137,that
37,6872,follows
38,1113,""""
39,6074,unit
40,29507,""""
41,1065,in
42,2055,many
43,4942,exam
44,29481,s
45,1117,is
46,1040,the
47,1113,""""
48,5207,response
49,29507,""""
50,1210,or
51,1113,""""
52,1030,in
53,19599,quiry
54,1379,"."""
55,1083,I
56,2348,must
57,11342,emphas
58,1421,ize
59,1137,that
60,1083,I
61,1605,am
62,1227,not
63,2181,using
64,1475,any
65,1122,for
66,21118,bidden
67,4239,terms
68,1210,or
69,1420,their
70,20486,variations
71,29493,","
72,1330,but
73,3978,rather
74,1420,their
75,7839,syn
76,3325,ony
77,1801,ms
78,29491,.
79,2,</s>
