step,head_agreement
0,
1,0.17445788
2,0.09119572
3,0.1563596
4,0.11995793
5,0.08529369
6,0.08898149
7,0.23380779
8,0.17200461
9,0.14643912
10,0.12608725
11,0.21729556
12,0.2055121
13,0.1390393
14,0.19513164
15,0.23313063
16,0.16104905
17,0.15707862
18,0.2690221
19,0.30543795
20,0.18775661
21,0.28163853
22,0.20018929
23,0.18042235
24,0.2498904
25,0.24419652
26,0.18188342
27,0.22161472
28,0.18000199
29,0.19888307
30,0.27203935
31,0.14289379
32,0.25868538
33,0.22104491
34,0.14898135
35,0.15526369
36,0.16381918
37,0.11038773
38,0.13867532
39,0.19074325
40,0.13276626
41,0.13013165
42,0.11898393
43,0.19921143
44,0.21723326
45,0.24155442
46,0.2261235
47,0.2233357
48,0.32708272
49,0.27956092
50,0.32546052
51,0.3660846
52,0.42388895
53,0.34130076
54,0.2598386
55,0.28762656
56,0.2600622
57,0.33519375
58,0.26642242
59,0.2484282
60,0.280854
61,0.24543485
62,0.23302796
63,0.17365941
64,0.22574352
65,0.2730396
66,0.22004369
67,0.22337545
68,0.23599254
69,0.3221411
70,0.2639753
71,0.16375521
72,0.16978772
73,0.16794719
74,0.21442664
75,0.3246452
76,0.31095794
77,0.19123273
78,0.23226677
