step,entropy
0,
1,1.1482191
2,0.68659997
3,0.016555315
4,0.7321684
5,0.18813649
6,1.9356637
7,0.46239296
8,0.00094341015
9,0.28180325
10,1.0764799
11,1.7577832
12,0.22551063
13,0.18320647
14,0.24196963
15,0.076567784
16,0.42584413
17,1.5616949
18,1.7539506
19,2.183076
20,0.0005089902
21,0.18921448
22,0.5746723
23,1.7307329
24,0.97673345
25,3.06439
26,1.4099256
27,0.054214142
28,1.2495813e-05
29,0.00016991617
30,1.8542855
31,0.5033794
32,1.131983
33,2.3228264
34,0.0036006358
35,0.65610546
36,2.26553
37,2.643073
38,1.0498459
39,1.8451053
40,0.8671783
