step,head_agreement
0,
1,0.1697505
2,0.12024466
3,0.24900323
4,0.14787817
5,0.3378781
6,0.17150319
7,0.17165144
8,0.28404248
9,0.3090886
10,0.30901602
11,0.3219045
12,0.2717788
13,0.2678464
14,0.18072817
15,0.13669576
16,0.16689326
17,0.29878446
18,0.2843121
19,0.24905802
20,0.31756395
21,0.23083052
22,0.24069846
23,0.27958998
24,0.22006859
25,0.23780143
26,0.16226135
27,0.24209139
28,0.26437256
29,0.22257598
30,0.18902022
31,0.21041511
32,0.21701436
33,0.23342724
34,0.26395836
35,0.23216857
36,0.22526304
37,0.22453518
38,0.23391977
39,0.13972682
40,0.21352057
