0.027005838,0.0063090324,0.025992613,0.087485835,0.05077045,0.031704973,0.017363288,0.053823005,0.0683541,0.05428359,0.14928955,0.016081119,0.040252596,0.09062144,0.025239518
0.11503333,0.024626145,0.044172958,0.0545775,0.022863574,0.029885067,0.01223493,0.021428762,0.03203264,0.013887071,0.0636089,0.015957844,0.0125858635,0.022411885,0.007042757
0.069545284,0.04346893,0.04775587,0.042485476,0.016259119,0.029799322,0.030662324,0.023599224,0.058913395,0.049076583,0.1093073,0.025882635,0.015403198,0.067893595,0.027759414
0.08317726,0.056328226,0.058989443,0.053169798,0.016606353,0.09161921,0.073544025,0.05712155,0.036953527,0.013633031,0.047647707,0.034182634,0.032136593,0.027328314,0.009468799
0.20784159,0.06803193,0.13395134,0.09092261,0.031490296,0.21342695,0.113269754,0.08381145,0.07866544,0.048315577,0.14857581,0.06848356,0.079732046,0.08647855,0.023788908
0.27047744,0.05641635,0.07061103,0.09804289,0.07232257,0.07265584,0.049043797,0.07138039,0.1693264,0.110186026,0.41794848,0.03861862,0.06938324,0.2233453,0.085172266
0.13777116,0.06437635,0.050484434,0.04244289,0.024197616,0.07154774,0.05461757,0.024781931,0.07047185,0.038339954,0.113154314,0.040377904,0.022334525,0.042736147,0.020977143
0.07434067,0.03503039,0.030716665,0.03408243,0.0141928205,0.04094531,0.041703988,0.018257417,0.037126623,0.015030333,0.04748238,0.034460578,0.015293582,0.038886257,0.008907674
0.05917222,0.00818037,0.028763736,0.080755465,0.03820368,0.01719942,0.0072441553,0.029443914,0.07669508,0.047820017,0.16106091,0.007234754,0.02148591,0.08933282,0.04212942
0.057981458,0.015221502,0.037753277,0.12740637,0.040657252,0.018719545,0.018580332,0.042432927,0.1413439,0.048049938,0.22097583,0.012043032,0.022972513,0.1732693,0.03154037
0.06639728,0.020656554,0.033933986,0.09003283,0.028302321,0.060597315,0.01815507,0.03749343,0.09556348,0.039904863,0.22919652,0.020558808,0.031520903,0.1106867,0.035395373
0.052426286,0.017438358,0.029512402,0.08710447,0.047301408,0.01854627,0.015471616,0.040371746,0.10733892,0.06024591,0.14754674,0.009948353,0.020275353,0.10906636,0.032604404
0.18013999,0.08493912,0.13923608,0.16442166,0.07260141,0.12995422,0.062696524,0.073362626,0.087441,0.0913807,0.13958597,0.058196988,0.061595418,0.15441543,0.05978359
0.38392973,0.21863872,0.14077044,0.13653667,0.1127423,0.10128399,0.07980467,0.07928776,0.25990367,0.14695041,0.47386673,0.07181927,0.0775399,0.21834154,0.09178548
0.2514385,0.05235495,0.15534231,0.13561548,0.049393114,0.012050077,0.008996721,0.062606625,0.15464853,0.06108864,0.3816698,0.013156353,0.032308206,0.1503719,0.052392617
0.41193873,0.40094423,0.45342103,0.44811055,0.31515706,0.42923433,0.30702227,0.4096037,0.38573158,0.21870399,0.8366248,0.264426,0.36856282,0.39946392,0.15292288
0.007831058,0.0075010485,0.0041981754,0.0068021254,0.0023897015,0.00426206,0.011323275,0.0044202567,0.002622058,0.0036361208,0.0036060025,0.004663653,0.0011392925,0.0013374144,0.00039442326
0.10467799,0.0446942,0.06517922,0.08701842,0.027899258,0.07461653,0.10111422,0.07164204,0.07968799,0.065449096,0.05876783,0.22367972,0.07774195,0.09910701,0.043760795
0.12504919,0.008410078,0.007247328,0.04066004,0.0039696004,0.0223546,0.030816354,0.028518505,0.007534059,0.006808677,0.07723765,0.027908368,0.043405954,0.034022566,0.005635392
