0.16249771,0.16361459,0.13768812,0.12751772,0.16519916,0.1643423,0.12473142,0.17541574,0.1450764,0.16771969,0.18078673,0.18046002,0.13934132,0.15040676,0.17125376,0.16295391,0.15818904,0.1740058,0.16516735,0.16661943,0.15778597,0.13846098,0.15571593,0.15555832,0.1316326,0.16582815,0.14586878,0.16673984,0.1435296,0.13693203,0.1272369,0.14356565,0.17908207,0.16217297,0.14943954,0.14919192,0.14419298,0.14974666,0.14513625,0.14060842,0.13593513,0.12854281,0.13308509,0.13504687,0.11782144,0.16810408,0.1413744,0.13975202,0.13577464,0.16857101,0.124193184,0.13762492,0.16078906,0.17157108,0.15607572,0.1598531,0.13886076,0.13504915,0.13255762,0.14229977,0.14414757,0.13452606,0.1594032,0.13914548,0.16000822,0.14125893,0.15354827,0.12894657
0.25858316,0.34701732,0.21241814,0.14263651,0.31212038,0.18437289,0.16152756,0.22895174,0.28110868,0.32272458,0.27611226,0.2426046,0.23922107,0.2720938,0.23507172,0.23682696,0.3277976,0.26845056,0.21627729,0.22222054,0.19246528,0.16620758,0.1960606,0.25459912,0.19396321,0.2987167,0.2229235,0.22364014,0.14659457,0.12684694,0.17226894,0.17900841,0.22390011,0.15458684,0.17646126,0.16004191,0.17862728,0.15348376,0.19133155,0.17309378,0.19569726,0.17583306,0.33581346,0.3589574,0.13199683,0.16763133,0.12377334,0.16195579,0.18807644,0.19541322,0.16477491,0.13267176,0.2927597,0.20723362,0.18619698,0.19810703,0.33408812,0.19827032,0.21808557,0.19079478,0.27256534,0.12887157,0.21759945,0.22291422,0.24213658,0.21076271,0.20633878,0.16789311
0.12527941,0.167694,0.15863419,0.1287505,0.16673104,0.15681925,0.1263797,0.23248318,0.16884483,0.19684117,0.16718048,0.21468674,0.18855184,0.21415852,0.1901799,0.15712258,0.15228936,0.17662787,0.16281994,0.15822707,0.15512663,0.13412054,0.1770648,0.17190471,0.1718908,0.19272602,0.1726058,0.19440877,0.13780704,0.11338427,0.178562,0.16889158,0.16861703,0.14697321,0.14554547,0.13737239,0.15729226,0.14294532,0.13909262,0.1342998,0.14008583,0.16636553,0.20152631,0.21869129,0.13168244,0.1432745,0.14766613,0.14896204,0.14195138,0.17600662,0.14210093,0.1119063,0.14447622,0.17767997,0.15004943,0.14336622,0.15775448,0.14246276,0.15283877,0.13408911,0.19247903,0.13859706,0.17913435,0.13961045,0.15814504,0.15390088,0.14706904,0.1333333
0.177097,0.47035566,0.22534335,0.18694231,0.30607328,0.34834808,0.26734918,0.36030126,0.289723,0.34890914,0.2519201,0.31275818,0.38633925,0.31802276,0.3866918,0.35925505,0.3033788,0.31691128,0.29636103,0.28393173,0.27792105,0.18690374,0.23636352,0.3138594,0.30223754,0.26317495,0.21694447,0.25420025,0.13995154,0.13211367,0.19816655,0.19193582,0.30097455,0.21132581,0.2350872,0.19338295,0.20974423,0.15507522,0.19424047,0.15046217,0.35493672,0.2780699,0.3081702,0.29489034,0.24217372,0.15883093,0.1317861,0.1830204,0.18738449,0.27850205,0.22161691,0.161779,0.23254928,0.25683397,0.24171561,0.24656554,0.23294592,0.18763779,0.18217526,0.15869442,0.20391934,0.14054342,0.21584477,0.17759547,0.1939486,0.27745715,0.21358201,0.24633187
0.07330569,0.10306393,0.10419712,0.11261065,0.07989879,0.050789163,0.040782973,0.07645079,0.14705317,0.1408523,0.1154232,0.10049894,0.04643278,0.084103726,0.0743661,0.11044214,0.10491797,0.11581621,0.109288745,0.085964076,0.06803941,0.11952611,0.08157776,0.06505605,0.14347947,0.11828586,0.10283812,0.09111164,0.097273774,0.106152914,0.067388706,0.18193887,0.07260241,0.09903307,0.10857934,0.135689,0.08647933,0.08828024,0.0644198,0.07933568,0.10553098,0.09636772,0.07819745,0.080479585,0.15415579,0.1707231,0.1293717,0.10154914,0.07030529,0.062019635,0.08832406,0.15761235,0.11713329,0.08367227,0.14600888,0.14633818,0.065289706,0.06710905,0.1270638,0.078496605,0.08775046,0.12291193,0.059705187,0.14333652,0.12607881,0.066354245,0.09836622,0.122236125
0.15534878,0.16334005,0.10645503,0.14380568,0.098140135,0.06556786,0.05774345,0.08480874,0.14343162,0.11243499,0.09056594,0.10212018,0.0626139,0.083729476,0.09295066,0.13400069,0.107385226,0.14571552,0.10342572,0.078794695,0.07328901,0.14748642,0.09199709,0.07473778,0.15937337,0.1103315,0.11437869,0.09408928,0.09745864,0.11724255,0.08588414,0.18654248,0.066583246,0.08263855,0.09542751,0.13595049,0.1128399,0.08582701,0.055312403,0.084213376,0.18388057,0.14890702,0.08634794,0.09513739,0.13515572,0.13021375,0.14112474,0.104646124,0.070198365,0.063216895,0.0939854,0.19322905,0.13027497,0.09599728,0.12762852,0.11463233,0.06926119,0.074067555,0.15532364,0.07262552,0.09520988,0.11848391,0.07982735,0.14508976,0.13630198,0.061415154,0.10940443,0.20360105
0.12534104,0.1176573,0.12056292,0.10294159,0.095945135,0.052555796,0.033783212,0.061341733,0.14108221,0.112720296,0.12697694,0.09258198,0.054093227,0.06810621,0.07761712,0.1032228,0.10146783,0.14845149,0.09246052,0.0870905,0.070688665,0.113623194,0.11262764,0.06901922,0.11085992,0.17846534,0.179943,0.12709382,0.13894,0.11457444,0.07317192,0.13501161,0.08780044,0.115536526,0.11981726,0.16230215,0.1648557,0.108967654,0.07828074,0.07068163,0.14353651,0.14697094,0.10736015,0.09526192,0.16955185,0.20088646,0.14480099,0.094802044,0.060721915,0.06719915,0.070960335,0.12942138,0.1926035,0.09554956,0.12023336,0.1293249,0.06771932,0.06549181,0.12957628,0.094876,0.08501431,0.12104046,0.08490834,0.13454738,0.21382438,0.072818235,0.13441885,0.17241348
0.05833418,0.074872226,0.100675136,0.10534167,0.1261877,0.08311743,0.053536113,0.08436579,0.09317402,0.09762358,0.11804965,0.11966126,0.09061347,0.10511312,0.13713941,0.15127337,0.13693471,0.15720773,0.13399264,0.12743364,0.109477505,0.15838513,0.122165374,0.089312874,0.118860625,0.13313726,0.13650338,0.1389958,0.14245968,0.13734357,0.120081924,0.14847633,0.095512256,0.11986071,0.15121941,0.16373852,0.14354719,0.14541331,0.0962561,0.09745723,0.081658855,0.096278764,0.11403828,0.12219274,0.11105505,0.12783241,0.11391764,0.11916809,0.086042605,0.110311694,0.13048857,0.15169643,0.15427837,0.13035333,0.13558778,0.12532298,0.10152479,0.08544896,0.16427833,0.08675338,0.14299774,0.16255456,0.11265328,0.12661922,0.17153111,0.103514306,0.16872154,0.090077706
0.19381374,0.17345467,0.10723715,0.10144593,0.109983094,0.09882678,0.07734992,0.09782021,0.11351274,0.122465335,0.119685,0.11705077,0.11900518,0.110944174,0.12777404,0.12036775,0.1569309,0.16050994,0.13998172,0.16032527,0.11514998,0.1352505,0.15131666,0.12069747,0.13702872,0.13249756,0.13646942,0.14073043,0.13531603,0.116400845,0.1135404,0.14495957,0.11740395,0.11651252,0.13732986,0.13274024,0.116808996,0.12585872,0.11589259,0.09833177,0.112295516,0.15952149,0.14092667,0.109028436,0.1332289,0.11749447,0.113160424,0.11660462,0.11550638,0.12154386,0.123086445,0.12610018,0.121076405,0.11117827,0.11470078,0.1332225,0.1106965,0.094370715,0.12159701,0.100685984,0.12424924,0.13466698,0.10275031,0.11711562,0.12225253,0.10783785,0.135353,0.1320313
0.27856153,0.15048157,0.09444433,0.094605096,0.102871895,0.09627139,0.07704399,0.10541944,0.11779267,0.11806919,0.1213603,0.11866603,0.117555976,0.11433987,0.11378705,0.13356528,0.12757507,0.16336362,0.15534876,0.14710586,0.096583225,0.1304027,0.14361562,0.10371323,0.13921359,0.1281344,0.11740114,0.13586912,0.1208141,0.1147276,0.10019518,0.13388342,0.10218713,0.09936476,0.12140785,0.1385688,0.117415756,0.11565873,0.10004966,0.09349812,0.1337243,0.11803082,0.10859602,0.11588036,0.14519984,0.14706989,0.13744165,0.105088495,0.110067286,0.11201708,0.10898807,0.14912412,0.13366707,0.12720604,0.1490512,0.15012689,0.12489773,0.09019188,0.13777393,0.10233006,0.11570906,0.14925317,0.09730818,0.12531732,0.1284814,0.104915835,0.11804682,0.17999077
